AT001NOR00001,Norway,IMR-01,Byrknes,Viking Delights,"Høgvollvegen 8, 6018 Ålesund",Erling Johan Ostnes,"Høgvollvegen 8, 6018 Ålesund",Byrknesfjorden,18
AT001TUN00005,Tunisie,0818812Y,Société Neifer et Ben Hmida (SNB),JAOUHER BEN HMIDA ET SAMI NEIFER,"11, NOUVEAU PORT DE PÊCHE DE SFAX, 3065 SFAX",SOCIETE NEIFER ET BEN HMIDA (SNB),"11, NOUVEAU PORT DE PÊCHE DE SFAX, 3065 SFAX",35°18’10’’N - 11°08’ 26’’ E 35°18’10’’N - 11°08’ 10’’ E 35°17’53’’N - 11°08’ 26’’ E 35°17’53’’N - 11°08’ 10’’ E,0
AT001TUN00006,Tunisie,B161042002,Taher Hajji et Cie (THC),TAHER HAJJI ET MOHAMED CHIHA,JARA RUE DE SOLEIL 6000 GÀBES,TAHER HAJJI ET CIE (THC),JARA RUE DE SOLEIL 6000 GÀBES MAHDIA,35°18’10’’N - 11°08’ 56’’ E 35°18’10’’N - 11°08’ 40’’ E 35°17’53’’N - 11°08’ 56’’ E 35°17’53’’N - 11°08’ 40’’ E,0
AT001TUN00008,Tunisie,,SAMAKA TUNA FARM,BOUTHEINA BOUZOUITA,44 RUE MOUAOYA IBN ABI SOUFIEN Menzah 7 ariana,BOUTHEINA BOUZOUITA,44 RUE MOUAOYA IBN ABI SOUFIEN Menzah 7 ariana,ben khiar nabeul,500
AT001TUN00001,Tunisie,B18992003,Vivier Maritime de Tunisie (VMT),Société M.F.F (51%) - Sahbi Sallem (49%),"Tunis, TUNISIE",Sahbi Sallem,"Sfax, Tunisie",36°00’18’’N-10°34’ 36’’E 36°00’18’’N-10°34’ 55’’E 36°00’15’’N-10°34’ 0’’E 36°00’15’’N-10°34’ 37’’E,400
AT001TUN00002,Tunisie,784034SAM,Tunisia Tuna (TT),ABDELWAHEBBEN ROMDHANE,"ZONE INDUSTRIELLE REJICH BP. 138, 5100 MAHDIA, TUNISIE",TUNISIA TUNA (TT),"ZONE INDUSTRIELLE REJICH BP, 5100 MAHDIA, TUNISIE",35°25’0’’N-11°04’ 40’’E 35°25’00’’N-11°05’ 04’’E 35°24’38’’N-11°04’ 40’’E 35°24’38’’N-11°05’ 04’’E,2200
AT001TUN00003,Tunisie,B11302003,Sagun-Douss,"Mehdi Douss (50%) - Ahmet Sagun (49.999%) - Sabrine Douss (0,001%)","TUNIS, TUNISIE",Neji Douss,"MAHDIA, TUNISIE",35°19’00’’N - 11°09’ 10’’ E 35°19’00’’N - 11°08’ 10’’ E 35°18’42’’N - 11°09’ 10’’ E 35°18’42’’N - 11°08’ 45’’ E,500
AT001TUN00004,Tunisie,0584123E,Tuna Farms of Tunisia (TFT),RIDHA SALLEM,"PORT DE HERGLA BP23, CP 4012 TUNISIE",TUNA FARMS OF TUNISIA (TFT),PORT DE PECHE HERGLA 4012 HERGLA,36°01’49’’N - 10°34’ 0 ’’ E 36°01’38’’N - 10°34’ 0 ’’ E 36°01’49’’N - 10°34’ 37’ E 36°01’38’’N - 10°34’ 37’’ E,1950
AT001TUR00004,Türkiye,35-39,Sagun Tuna Farming,KEMAL BALIKCILIK IHRACAT LTD. STI.,OSMANGAZI MAH. BATTALGAZI CAD. SAGUN PLAZA NO: 21 34887 ISTANBUL / SANCAKTEPE / TURKEY,KEMAL BALIKÇILIK IHRACAT LTD. STI.,OSMANGAZI MAH. BATTALGAZI CAD. SAGUN PLAZA NO: 21 34887 ISTANBUL / SANCAKTEPE / TURKEY,"N 38º 29' 16,73"" E 26º23' 23,12"" N 38º29'22,41"" E 26º23' 23,08""",800
AT001TUR00005,Türkiye,B.35.07.0063,Akua Group Orkinos Besiciligi Projesi,AKUA-GROUP SU ÜRÜNLERI A.S.,Esentepe Mah. Büyükdere Cad. No:201 D:14 Sisli/ISTANBUL TÜRKIYE,AKUA-GROUP SU ÜRÜNLERI A.S.,Esentepe Mah. Büyükdere Cad. No:201 D:14 Sisli/ISTANBUL TÜRKIYE,"GERENCE KÖRHEZI, KARABURUN, ÇESME, IZMIR",800
AT001TUR00010,Türkiye,B.35.07.0075,KILIÇ Orkinos Besiciligi Projesi,KILIÇ DENIZ ÜRÜNLERI ÜRETIM IHR.ITH.VE TIC.A.S.,ATATÜRK CAD. ÇUKURBAHÇE SK. NO:4 BODRUM-MUGLA,KILIÇ DENIZ ÜRÜNLERI ÜRETIM IHR.ITH.VE TIC.A.S.,ATATÜRK CAD. ÇUKURBAHÇE SK. NO:4 BODRUM-MUGLA-TÜRKIYE,"TOPRAK ADA MEVKII, KARABURUN, IZMIR",1840
AT001TUR00011,Türkiye,B.35.07.0092,Sagun Orkinoz Besiciligi Projesi,KEMAL BALIKCILIK IHRACAT LTD.STI.,OSMANGAZI MAH. BATTALGAZI CAD. SAGUN PLAZA NO: 21 34887 ISTANBUL / SANCAKTEPE / TURKEY,KEMAL BALIKÇILIK IHRACAT LTD. STI.,OSMAN GAZI MAH. BATTALGAZI CADDESI SAGUN PLAZA NO 21 34887 SANCAKTEPE ISTANBUL,"TOPRAK ADA MEVKII, KARABURUN, IZMIR",1000
AT001TUR00013,Türkiye,B.35.07.0084,AK-TUNA ORKINOS BESICILIGI PROJESI,AK-TUNA GEMICILIK BALIKÇILIK TURIZM VE DIS TICARET LTD.STI.,"Adnan Kahveci Mah. Çalislar Cad. Midpoint No:2/22 Beylikdüzü, Istanbul,Türkiye",AK-TUNA GEMICILIK BALIKÇILIK TURIZM VE DIS TIC. LTD. STI.,"Adnan Kahveci Mah. Çalislar Cad. Midpoint No:2/22 Beylikdüzü, Istanbul,Türkiye","ÇIFTE ADALAR, ILDIR, ÇESME, IZMIR",1000
AT001TUR00014,Türkiye,B.35.07.0124,BASARANLAR ORKINOS BESICILIGI PROJESI,BASARANLAR SU URUNLERI YETISTIRICILIGI SAN. VE TIC. LTD. STI,ATATÜRK MAH. HÜRRIYET CAD. N.50 GÜMÜLDÜR-MENDERES/IZMIR,BASARANLAR SU URUNLERI YETISTIRICILIGI SAN. VE TIC. LTD. STI.,ATATÜRK MAH. HÜRRIYET CAD. N.50 GÜMÜLDÜR-MENDERES/IZMIR,"38° 07' 49, 03"" N 26° 39' 28, 19"" E 38° 07' 48, 05"" N 26° 39' 33, 81"" E 38° 07' 40, 26"" N 26° 39' 25, 20"" E 38° 07' 39, 28"" N 26° 39' 30, 83"" E",900
