geographic_identifier,year,species,measurement_value
5424113,1975,PBF,179.6
5424113,1980,PBF,18.1
5424113,1988,PBF,30.0
5424113,1999,PBF,175.0
5424113,2003,PBF,37.0
5424113,2006,PBF,425.0
5424118,1979,PBF,22.7
5425013,2016,BFT,140.414
5425013,2018,BFT,306.759
5425016,2023,BFT,0.3
5425112,1975,PBF,664.8
5425112,1976,PBF,163.3
5425112,1977,PBF,2.7
5425112,1980,PBF,10.9
5425112,1999,PBF,1463.65
5425112,2004,PBF,15.0
5425112,2008,PBF,71.0
5425113,1975,PBF,2307.6
5425113,1976,PBF,1432.5
5425113,1977,PBF,1325.7
5425113,1978,PBF,441.8
5425113,1979,PBF,1790.8300000000002
5425113,1980,PBF,1111.8200000000002
5425113,1981,PBF,73.5
5425113,1985,PBF,62.1
5425113,1986,PBF,210.94
5425113,1987,PBF,25.0
5425113,1988,PBF,225.72
5425113,1999,PBF,86.89
5425113,2004,PBF,1822.0
5425113,2005,PBF,1400.0
5425113,2006,PBF,880.0
5425114,1976,PBF,34.5
5425114,1978,PBF,54.4
5425114,1980,PBF,22.7
5425114,2001,PBF,276.0
5425114,2003,PBF,362.0
5425114,2004,PBF,385.0
5425114,2006,PBF,456.0
5425115,1976,PBF,45.4
5425115,2003,PBF,80.0
5426016,2021,BFT,0.27
5426016,2022,BFT,0.5
5426016,2023,BFT,0.76
5426018,2021,BFT,4.38
5426112,1975,PBF,35.3
5426112,1977,PBF,11.8
5426113,1975,PBF,35.4
5426113,1976,PBF,118.0
5426113,1977,PBF,395.5
5426113,1978,PBF,63.6
5426113,1979,PBF,112.5
5426113,1980,PBF,71.6
5426113,2004,PBF,372.0
5426113,2005,PBF,156.0
5426113,2006,PBF,92.0
5426114,1975,PBF,22.7
5426114,1976,PBF,332.9
5426114,1978,PBF,13.600000000000001
5426114,1979,PBF,10.88
5426114,1980,PBF,435.2
5426114,1985,PBF,1256.1
5426114,1987,PBF,19.8
5426114,1988,PBF,90.7
5426114,1991,PBF,98.0
5426114,2000,PBF,217.0
5426114,2003,PBF,96.0
5426114,2004,PBF,100.0
5426114,2005,PBF,323.0
5426114,2006,PBF,441.0
5426115,1986,PBF,10.8
5426115,1988,PBF,122.5
5426115,1994,PBF,22.7
5426115,2000,PBF,49.0
5426115,2002,PBF,230.0
5426115,2003,PBF,100.0
5426115,2004,PBF,33.0
5426115,2005,PBF,290.0
5426115,2007,PBF,86.0
5427013,2022,BFT,0.28
5427014,2020,BFT,5.71921
5427014,2021,BFT,20.68
5427014,2022,BFT,7.9
5427014,2023,BFT,9.469999999999999
5427014,2024,BFT,22.1
5427015,2021,BFT,89.22
5427015,2022,BFT,31.4
5427015,2023,BFT,49.71999999999999
5427015,2024,BFT,12.82
5427016,2020,BFT,19.86673
5427016,2021,BFT,70.12
5427016,2022,BFT,34.769999999999996
5427016,2023,BFT,62.84
5427016,2024,BFT,48.379999999999995
5427017,2020,BFT,20.769759999999998
5427017,2021,BFT,66.9
5427017,2022,BFT,45.32
5427017,2023,BFT,103.61
5427017,2024,BFT,43.54
5427018,2021,BFT,7.550000000000001
5427018,2022,BFT,1.47
5427018,2023,BFT,3.58
5427018,2024,BFT,2.43
5427114,1975,PBF,294.8
5427114,1977,PBF,386.40000000000003
5427114,1978,PBF,118.69999999999999
5427114,1985,PBF,80.0
5427114,1991,PBF,2.0
5427114,1997,PBF,2.0
5427114,2004,PBF,216.0
5427114,2005,PBF,105.0
5427114,2006,PBF,158.0
5427115,1975,PBF,178.7
5427115,1976,PBF,6.4
5427115,1977,PBF,14.5
5427115,1982,PBF,268.6
5427115,1983,PBF,15.9
5427115,1985,PBF,46.0
5427115,1988,PBF,1.81
5427115,1991,PBF,7.0
5427115,2000,PBF,30.0
5427115,2004,PBF,158.0
5427115,2007,PBF,178.0
5427115,2024,PBF,350.0
5427116,1982,PBF,460.79
5427116,2000,PBF,10.0
5427116,2010,PBF,35.0
5427116,2011,PBF,75.0
5427117,1976,PBF,4.5
5427117,2010,PBF,808.0
5427118,2010,PBF,105.0
5428013,2020,BFT,3.21078
5428013,2021,BFT,9.959999999999999
5428013,2022,BFT,6.99
5428013,2023,BFT,11.8
5428013,2024,BFT,26.39
5428014,2020,BFT,54.081649999999996
5428014,2021,BFT,16.04
5428014,2022,BFT,16.36
5428014,2023,BFT,38.67
5428014,2024,BFT,25.94
5428015,2020,BFT,22.37517
5428015,2021,BFT,20.740000000000002
5428015,2022,BFT,7.920000000000001
5428015,2023,BFT,8.98
5428015,2024,BFT,11.15
5428016,1975,BFT,978.0
5428016,1976,BFT,832.0
5428016,1977,BFT,1250.0
5428016,1978,BFT,1548.0
5428016,1979,BFT,758.0
5428016,1980,BFT,397.0
5428016,1981,BFT,574.0
5428016,1982,BFT,43.0
5428016,1983,BFT,305.0
5428016,1984,BFT,16.0
5428016,1985,BFT,133.2
5428016,1986,BFT,77.8
5428016,1987,BFT,25.2
5428016,1988,BFT,92.3
5428016,1989,BFT,264.9
5428016,1990,BFT,121.10000000000001
5428016,1991,BFT,58.7
5428016,1992,BFT,28.8
5428016,1993,BFT,31.2
5428016,1994,BFT,56.3
5428016,1995,BFT,4.4
5428016,1996,BFT,156.8
5428016,1997,BFT,360.4
5428016,1998,BFT,39.300000000000004
5428016,1999,BFT,32.4
5428016,2000,BFT,26.2
5428016,2001,BFT,55.314
5428016,2002,BFT,4.6
5428016,2003,BFT,2.3000000000000003
5428016,2004,BFT,5.0
5428016,2005,BFT,34.9
5428016,2006,BFT,73.3
5428016,2007,BFT,123.7
5428016,2008,BFT,31.102
5428016,2009,BFT,1.978
5428016,2010,BFT,14.326999999999998
5428016,2011,BFT,110.12599999999999
5428016,2012,BFT,92.006
5428016,2014,BFT,66.816
5428016,2015,BFT,120.3785
5428016,2020,BFT,92.41040000000001
5428016,2021,BFT,138.19
5428016,2022,BFT,177.62
5428016,2023,BFT,111.62
5428016,2024,BFT,89.22999999999999
5428017,2020,BFT,166.9608
5428017,2021,BFT,126.15999999999998
5428017,2022,BFT,130.06
5428017,2023,BFT,71.08
5428017,2024,BFT,86.31
5428018,2020,BFT,3.01011
5428018,2021,BFT,5.79
5428018,2022,BFT,18.97
5428018,2023,BFT,8.98
5428018,2024,BFT,13.59
5428115,1975,PBF,1774.9
5428115,1976,PBF,1774.3
5428115,1978,PBF,2.7
5428115,1981,PBF,178.7
5428115,1982,PBF,25.4
5428115,1984,PBF,120.5
5428115,1986,PBF,139.9
5428115,1988,PBF,0.9
5428115,1997,PBF,10.0
5428115,1999,PBF,4.81
5428115,2002,PBF,41.0
5428115,2003,PBF,25.0
5428115,2010,PBF,120.0
5428115,2012,PBF,112.0
5428115,2013,PBF,62.0
5428115,2014,PBF,421.0
5428115,2019,PBF,290.0
5428115,2020,PBF,1230.0
5428115,2021,PBF,1874.0
5428115,2022,PBF,500.0
5428115,2023,PBF,1774.0
5428115,2024,PBF,845.0
5428116,1976,PBF,82.6
5428116,1980,PBF,9.1
5428116,1982,PBF,127.72
5428116,1984,PBF,59.0
5428116,1985,PBF,6.0
5428116,1986,PBF,19.0
5428116,1999,PBF,189.6
5428116,2000,PBF,201.0
5428116,2002,PBF,172.0
5428116,2003,PBF,1367.0
5428116,2005,PBF,90.0
5428116,2006,PBF,1.0
5428116,2007,PBF,19.0
5428116,2008,PBF,9.0
5428116,2010,PBF,679.0
5428116,2011,PBF,305.0
5428116,2012,PBF,632.0
5428116,2013,PBF,1642.0
5428116,2024,PBF,340.0
5428117,1976,PBF,57.099999999999994
5428117,1978,PBF,189.6
5428117,1982,PBF,49.9
5428117,2000,PBF,103.0
5428117,2001,PBF,1.0
5428117,2002,PBF,1.0
5428117,2005,PBF,121.0
5428117,2007,PBF,60.0
5428117,2008,PBF,366.0
5428117,2009,PBF,120.0
5428117,2010,PBF,1249.0
5428117,2011,PBF,50.0
5428117,2012,PBF,869.0
5428118,1978,PBF,2.7
5428118,2010,PBF,60.0
5429012,2023,BFT,1.94
5429012,2024,BFT,0.14
5429013,2020,BFT,4.314489999999999
5429013,2021,BFT,10.51
5429013,2022,BFT,12.35
5429013,2023,BFT,29.59
5429013,2024,BFT,34.03
5429014,2020,BFT,2.30775
5429014,2021,BFT,0.31
5429015,2024,BFT,12.63
5429016,2020,BFT,45.35233
5429016,2021,BFT,5.0
5429016,2022,BFT,29.77
5429016,2023,BFT,8.83
5429016,2024,BFT,5.43
5429018,2020,BFT,31.706490000000002
5429018,2021,BFT,3.2399999999999998
5429018,2022,BFT,6.02
5429018,2023,BFT,20.33
5429018,2024,BFT,2.14
5429019,2024,BFT,0.93
5429115,1975,PBF,6.4
5429115,1976,PBF,99.8
5429115,1977,PBF,11.8
5429115,1978,PBF,108.80000000000001
5429115,1981,PBF,83.5
5429115,1983,PBF,95.0
5429115,1985,PBF,5.0
5429115,1986,PBF,375.8
5429115,1987,PBF,45.3
5429115,1988,PBF,94.2
5429115,2002,PBF,166.0
5429115,2003,PBF,34.0
5429115,2010,PBF,711.0
5429115,2013,PBF,27.0
5429115,2014,PBF,367.0
5429115,2019,PBF,400.0
5429115,2020,PBF,2036.0
5429115,2021,PBF,802.0
5429115,2022,PBF,2471.0
5429115,2023,PBF,547.0
5429115,2024,PBF,10.0
5429116,1975,PBF,26.3
5429116,1976,PBF,1607.61
5429116,1977,PBF,42.7
5429116,1978,PBF,553.3
5429116,1980,PBF,14.5
5429116,1981,PBF,35.3
5429116,1982,PBF,151.10000000000002
5429116,1983,PBF,45.4
5429116,1985,PBF,105.0
5429116,1986,PBF,311.5
5429116,1987,PBF,47.08
5429116,1990,PBF,79.8
5429116,1994,PBF,29.02
5429116,1995,PBF,3.0
5429116,1996,PBF,592.4
5429116,1999,PBF,2.0
5429116,2000,PBF,340.0
5429116,2001,PBF,5.0
5429116,2002,PBF,338.0
5429116,2003,PBF,364.0
5429116,2004,PBF,1427.0
5429116,2005,PBF,10.0
5429116,2006,PBF,278.0
5429116,2007,PBF,65.0
5429116,2008,PBF,803.0
5429116,2009,PBF,80.0
5429116,2010,PBF,1523.0
5429116,2011,PBF,15.0
5429116,2012,PBF,1848.0
5429116,2013,PBF,1423.0
5429116,2014,PBF,1687.0
5429116,2018,PBF,17.0
5429116,2019,PBF,280.0
5429116,2022,PBF,151.0
5429116,2024,PBF,505.0
5429117,1976,PBF,106.1
5429117,1978,PBF,164.46
5429117,1979,PBF,839.06
5429117,1986,PBF,118.5
5429117,1990,PBF,138.62
5429117,1995,PBF,27.2
5429117,2000,PBF,150.0
5429117,2001,PBF,53.0
5429117,2002,PBF,172.0
5429117,2004,PBF,2014.0
5429117,2005,PBF,100.0
5429117,2006,PBF,60.0
5429117,2007,PBF,277.0
5429117,2008,PBF,194.0
5429117,2009,PBF,165.0
5429117,2010,PBF,77.0
5429117,2011,PBF,258.0
5429117,2012,PBF,514.0
5429117,2018,PBF,240.0
5429118,1975,PBF,96.3
5429118,1976,PBF,262.2
5429118,1977,PBF,56.3
5429118,1978,PBF,2.16
5429118,1979,PBF,101.6
5429118,1981,PBF,10.9
5429118,1984,PBF,160.6
5430009,1975,BFT,1684.3000000000002
5430009,1976,BFT,191.4
5430009,1977,BFT,170.1
5430009,1978,BFT,6.7
5430009,1979,BFT,2.8
5430009,1980,BFT,53.2
5430013,2024,BFT,1.86
5430015,2016,BFT,1.6094
5430015,2020,BFT,0.8027
5430015,2022,BFT,0.53
5430015,2023,BFT,0.68
5430016,2023,BFT,1.19
5430115,1976,PBF,45.4
5430115,1977,PBF,0.9
5430115,1982,PBF,25.4
5430116,1975,PBF,20.0
5430116,1976,PBF,584.1
5430116,1977,PBF,2349.12
5430116,1978,PBF,138.0
5430116,1979,PBF,571.21
5430116,1981,PBF,3.6
5430116,1982,PBF,29.9
5430116,1983,PBF,73.6
5430116,1984,PBF,16.2
5430116,1985,PBF,440.67
5430116,1986,PBF,756.5699999999999
5430116,1987,PBF,174.9
5430116,1988,PBF,21.9
5430116,1989,PBF,133.4
5430116,1990,PBF,26.3
5430116,1991,PBF,152.41
5430116,1992,PBF,45.4
5430116,1996,PBF,289.92
5430116,2000,PBF,225.0
5430116,2001,PBF,1.0
5430116,2002,PBF,52.0
5430116,2003,PBF,142.0
5430116,2004,PBF,82.0
5430116,2006,PBF,807.0
5430116,2007,PBF,243.0
5430116,2008,PBF,484.0
5430116,2009,PBF,270.0
5430116,2010,PBF,605.0
5430116,2011,PBF,125.0
5430116,2012,PBF,788.0
5430116,2014,PBF,2.0
5430116,2018,PBF,327.0
5430116,2019,PBF,305.0
5430116,2021,PBF,350.0
5430116,2023,PBF,1078.0
5430116,2024,PBF,5.0
5430117,1977,PBF,46.199999999999996
5430117,1978,PBF,236.9
5430117,1979,PBF,66.27
5430117,1980,PBF,4.5
5430117,1982,PBF,53.52
5430117,1988,PBF,40.8
5430117,1989,PBF,248.4
5430117,1990,PBF,13.6
5430117,1994,PBF,18.14
5430117,1995,PBF,9.0
5430117,1996,PBF,1892.51
5430117,1997,PBF,247.0
5430117,1999,PBF,26.3
5430117,2000,PBF,1624.0
5430117,2001,PBF,13.0
5430117,2002,PBF,183.0
5430117,2003,PBF,694.0
5430117,2004,PBF,918.0
5430117,2005,PBF,231.0
5430117,2006,PBF,75.0
5430117,2008,PBF,45.0
5430117,2009,PBF,854.0
5430117,2010,PBF,992.0
5430117,2011,PBF,75.0
5430117,2012,PBF,105.0
5430117,2014,PBF,533.0
5430117,2018,PBF,265.0
5430117,2019,PBF,974.0
5430117,2024,PBF,10.0
5430118,1980,PBF,18.1
5430118,1989,PBF,8.1
5430118,1997,PBF,2.0
5430118,1998,PBF,1.0
5430118,2000,PBF,420.0
5430118,2001,PBF,260.0
5430118,2002,PBF,35.0
5430118,2005,PBF,505.0
5430118,2009,PBF,35.0
5431009,1976,BFT,1.5
5431009,1977,BFT,5.0
5431009,1978,BFT,1.6
5431009,1979,BFT,15.799999999999999
5431009,1980,BFT,7.3999999999999995
5431013,2020,BFT,31.907179999999997
5431013,2022,BFT,1.43
5431013,2024,BFT,15.209999999999999
5431116,1975,PBF,27.2
5431116,1976,PBF,359.2
5431116,1977,PBF,96.2
5431116,1978,PBF,10.9
5431116,1979,PBF,63.6
5431116,1980,PBF,14.5
5431116,1981,PBF,14.5
5431116,1984,PBF,32.0
5431116,1985,PBF,40.8
5431116,1986,PBF,63.4
5431116,1987,PBF,3.6
5431116,1988,PBF,52.8
5431116,1991,PBF,29.0
5431116,2004,PBF,18.0
5431116,2006,PBF,25.0
5431116,2007,PBF,82.0
5431116,2009,PBF,35.0
5431116,2014,PBF,240.0
5431116,2017,PBF,477.0
5431116,2024,PBF,5.0
5431117,1975,PBF,252.1
5431117,1976,PBF,590.53
5431117,1977,PBF,60.0
5431117,1978,PBF,590.1
5431117,1979,PBF,752.99
5431117,1980,PBF,186.8
5431117,1981,PBF,191.45
5431117,1982,PBF,300.3
5431117,1983,PBF,36.3
5431117,1984,PBF,44.5
5431117,1985,PBF,44.4
5431117,1986,PBF,1233.9
5431117,1987,PBF,107.52
5431117,1988,PBF,42.5
5431117,1989,PBF,134.3
5431117,1990,PBF,10.0
5431117,1991,PBF,36.3
5431117,1992,PBF,40.8
5431117,1994,PBF,3.0
5431117,1996,PBF,593.81
5431117,1997,PBF,1.81
5431117,2000,PBF,109.0
5431117,2002,PBF,30.0
5431117,2004,PBF,869.0
5431117,2006,PBF,1524.0
5431117,2007,PBF,1059.88
5431117,2008,PBF,948.0
5431117,2009,PBF,1334.0
5431117,2010,PBF,730.0
5431117,2011,PBF,1208.0
5431117,2012,PBF,1681.0
5431117,2014,PBF,1549.0
5431117,2015,PBF,85.0
5431117,2016,PBF,1782.0
5431117,2017,PBF,1998.0
5431117,2018,PBF,1991.0
5431117,2022,PBF,65.0
5431117,2024,PBF,409.0
5431118,1976,PBF,163.68
5431118,1978,PBF,816.9
5431118,1979,PBF,57.9
5431118,1980,PBF,94.4
5431118,1981,PBF,40.8
5431118,1982,PBF,19.1
5431118,1983,PBF,9.1
5431118,1986,PBF,77.8
5431118,1987,PBF,77.80000000000001
5431118,1989,PBF,20.0
5431118,1990,PBF,389.98
5431118,1992,PBF,62.7
5431118,1994,PBF,176.9
5431118,1995,PBF,214.10000000000002
5431118,1996,PBF,262.71000000000004
5431118,1997,PBF,688.1
5431118,1998,PBF,272.79
5431118,1999,PBF,2.72
5431118,2000,PBF,80.0
5431118,2001,PBF,197.0
5431118,2002,PBF,2.0
5431118,2004,PBF,55.0
5431118,2005,PBF,857.0
5431118,2006,PBF,63.0
5431118,2011,PBF,7.0
5431118,2024,PBF,1017.0
5431119,1978,PBF,16.4
5431119,1982,PBF,13.6
5431119,1987,PBF,8.1
5431119,1990,PBF,31.8
5431119,1997,PBF,301.11
5431119,1998,PBF,28.09
5431119,2000,PBF,5.0
5432009,1975,BFT,156.6
5432009,1976,BFT,1.0
5432009,1977,BFT,0.3
5432009,1978,BFT,0.1
5432009,1979,BFT,117.8
5432009,1980,BFT,1.1
5432017,2005,BFT,5.069999999999999
5432017,2016,BFT,0.3254
5432017,2017,BFT,4.9405
5432017,2019,BFT,2.48835
5432017,2020,BFT,11.136299999999999
5432017,2021,BFT,8.125
5432017,2022,BFT,24.57632
5432017,2023,BFT,17.01556
5432017,2024,BFT,36.66292
5432116,1976,PBF,2.7
5432117,1975,PBF,131.5
5432117,1976,PBF,830.4300000000001
5432117,1977,PBF,6.4
5432117,1978,PBF,32.7
5432117,1979,PBF,74.53
5432117,1980,PBF,118.0
5432117,1981,PBF,32.7
5432117,1982,PBF,102.42999999999999
5432117,1983,PBF,6.4
5432117,1984,PBF,12.700000000000001
5432117,1985,PBF,3.6
5432117,1986,PBF,323.2
5432117,1987,PBF,47.0
5432117,1988,PBF,166.93
5432117,1989,PBF,134.3
5432117,1990,PBF,170.7
5432117,1991,PBF,6.4
5432117,1992,PBF,1.8
5432117,1993,PBF,58.9
5432117,1996,PBF,9.44
5432117,2006,PBF,2804.0
5432117,2007,PBF,1924.0
5432117,2008,PBF,510.0
5432117,2009,PBF,140.0
5432117,2011,PBF,613.0
5432117,2012,PBF,103.0
5432117,2014,PBF,69.0
5432117,2015,PBF,2997.0
5432117,2016,PBF,1122.0
5432117,2017,PBF,1168.0
5432117,2022,PBF,10.36
5432117,2023,PBF,3.17
5432117,2024,PBF,20.0
5432118,1975,PBF,13.7
5432118,1976,PBF,305.1
5432118,1978,PBF,392.28999999999996
5432118,1979,PBF,261.87
5432118,1980,PBF,293.9
5432118,1981,PBF,85.3
5432118,1982,PBF,684.69
5432118,1983,PBF,23.6
5432118,1984,PBF,87.0
5432118,1985,PBF,286.7
5432118,1986,PBF,232.79999999999998
5432118,1987,PBF,58.8
5432118,1988,PBF,38.8
5432118,1989,PBF,194.9
5432118,1990,PBF,151.6
5432118,1991,PBF,58.9
5432118,1992,PBF,248.5
5432118,1993,PBF,59.06
5432118,1994,PBF,274.9
5432118,1995,PBF,288.6
5432118,1996,PBF,1582.7
5432118,1997,PBF,169.24
5432118,1998,PBF,115.1
5432118,2001,PBF,12.0
5432118,2007,PBF,206.46
5432118,2009,PBF,244.76999999999998
5432118,2018,PBF,1.0
5432118,2022,PBF,14.78
5432119,1976,PBF,60.8
5432119,1978,PBF,185.1
5432119,1979,PBF,33.6
5432119,1981,PBF,17.2
5432119,1982,PBF,30.8
5432119,1983,PBF,243.4
5432119,1984,PBF,118.7
5432119,1985,PBF,1534.5
5432119,1986,PBF,695.7
5432119,1987,PBF,195.1
5432119,1988,PBF,76.6
5432119,1989,PBF,96.0
5432119,1990,PBF,339.8
5432119,1992,PBF,867.4000000000001
5432119,1993,PBF,228.7
5432119,1994,PBF,20.9
5432119,1997,PBF,139.43
5432119,1998,PBF,83.46
5432119,2005,PBF,56.24
5432119,2009,PBF,86.18
5433007,1975,BFT,726.8000000000001
5433007,1976,BFT,62.7
5433007,1977,BFT,270.09999999999997
5433007,1978,BFT,13.1
5433007,1979,BFT,46.6
5433007,1980,BFT,0.9
5433008,1975,BFT,56.5
5433008,1976,BFT,70.8
5433008,1977,BFT,137.2
5433008,1978,BFT,6.6
5433008,1979,BFT,17.3
5433008,1980,BFT,0.8
5433014,2024,BFT,2.16
5433117,1976,PBF,79.0
5433117,1978,PBF,97.1
5433117,1979,PBF,1.8
5433117,1981,PBF,5.4
5433117,1982,PBF,18.1
5433117,1983,PBF,8.2
5433117,1986,PBF,65.1
5433117,1988,PBF,37.1
5433117,1989,PBF,7.3
5433117,1993,PBF,4.5
5433118,1975,PBF,9.0
5433118,1976,PBF,52.7
5433118,1979,PBF,36.3
5433118,1982,PBF,54.4
5433118,1983,PBF,79.80000000000001
5433118,1986,PBF,88.8
5433118,1988,PBF,6.3
5433118,1989,PBF,51.8
5433118,1990,PBF,45.3
5433118,1992,PBF,13.6
5433118,2021,PBF,1.39
5433118,2022,PBF,139.81
5433119,1976,PBF,27.2
5433119,1984,PBF,131.5
5433119,1985,PBF,37.1
5433119,1986,PBF,31.7
5433119,1987,PBF,24.4
5433119,1988,PBF,25.2
5433119,1989,PBF,12.7
5433119,1990,PBF,19.84
5433119,1992,PBF,54.4
5433119,1998,PBF,53.5
5433119,2001,PBF,8.0
5433120,1987,PBF,30.8
5433120,1988,PBF,5.4
5434006,1977,BFT,0.6
5434006,1978,BFT,0.2
5434014,2024,BFT,0.14
5434120,1986,PBF,48.8
5434120,1987,PBF,7.2
5434120,1988,PBF,82.89999999999999
5434120,1989,PBF,11.7
5435002,1975,BFT,0.1
5435002,1977,BFT,1.6
5435002,1979,BFT,2.2
5435005,1975,BFT,39.5
5435005,1976,BFT,4.3
5435005,1977,BFT,5.6
5435005,1978,BFT,3.0
5435005,1979,BFT,4.1
5435005,1980,BFT,4.7
5435005,2022,BFT,342.20197
5435005,2023,BFT,260.76915
5435005,2024,BFT,378.80475
5435006,1976,BFT,0.2
5435006,1978,BFT,1.7
5435006,1979,BFT,0.9
5435006,1980,BFT,0.4
5435006,2022,BFT,2.6143
5435006,2023,BFT,69.89744999999999
5435006,2024,BFT,54.006
5435007,2003,BFT,0.01441
5435008,1977,BFT,0.2
5435010,1994,BFT,1.0
5435025,2016,BFT,1.4285
5435121,2000,PBF,60.0
5435122,1999,PBF,7.25
5436001,1996,BFT,5.0
5436002,1995,BFT,20.0
5436005,1995,BFT,186.0
5436005,2022,BFT,1.15373
5436006,1996,BFT,50.0
5436006,1997,BFT,189.0
5436007,1994,BFT,445.0
5436007,2006,BFT,0.6930000000000001
5436007,2009,BFT,0.4367
5436007,2010,BFT,0.3118
5436008,1994,BFT,37.0
5436011,1994,BFT,12.0
5436014,2024,BFT,0.19
5436024,1975,BFT,79.3
5436024,1976,BFT,6.3
5436024,1977,BFT,3.7
5436024,1978,BFT,12.399999999999999
5436024,1979,BFT,8.0
5436024,1980,BFT,15.0
5436075,1978,BFT,89.0
5436122,1999,PBF,13.6
5437000,1996,BFT,108.1
5437000,2024,BFT,290.02073
5437001,2022,BFT,0.077
5437007,1995,BFT,102.0
5437010,1994,BFT,126.0
5437011,1994,BFT,17.0
5437025,2010,BFT,0.2
5437075,1977,BFT,180.0
5437122,1997,PBF,36.28
5438000,2024,BFT,705.15911
5438027,2024,BFT,0.25
5438029,2010,BFT,0.024
5438073,1976,BFT,137.0
5438073,1978,BFT,152.0
5438074,1976,BFT,165.64662
5439010,1994,BFT,11.0
5439073,1975,BFT,232.23928
5439073,1976,BFT,110.14368999999999
5439074,1975,BFT,145.14955
5439074,1976,BFT,28.071849999999998
5440072,1975,BFT,0.90718
5440072,1977,BFT,118.0
5440073,1975,BFT,365.76318
5442070,1979,BFT,367.0
5443001,2007,BFT,5.17144
5443001,2008,BFT,0.30644
5443001,2009,BFT,0.8130000000000001
5443001,2010,BFT,82.17966000000001
5443002,2007,BFT,24.22832
5443002,2008,BFT,1.08124
5443002,2009,BFT,0.161
5443002,2011,BFT,23.645700000000005
5443002,2012,BFT,64.03892
5443002,2013,BFT,64.969
5443002,2014,BFT,48.988
5443002,2016,BFT,69.05499999999999
5443002,2017,BFT,36.92400000000001
5443002,2018,BFT,7.766
5443002,2019,BFT,74.241
5443002,2020,BFT,86.7641
5443002,2021,BFT,106.8386
5443002,2022,BFT,62.211999999999996
5443002,2023,BFT,35.79076
5443002,2024,BFT,13.82623
5443003,2007,BFT,5.28373
5443003,2009,BFT,3.161
5443003,2011,BFT,44.09131
5443003,2012,BFT,20.45665
5443003,2013,BFT,12.832
5443003,2014,BFT,14.482
5443003,2016,BFT,16.839
5443003,2017,BFT,6.745
5443003,2018,BFT,31.992
5443003,2019,BFT,0.4
5443003,2020,BFT,8.833
5443003,2021,BFT,0.028
5443003,2022,BFT,3.022
5443003,2023,BFT,14.661999999999999
5443003,2024,BFT,16.046
5443004,2014,BFT,0.26
5443004,2016,BFT,0.041
5443005,2012,BFT,1.33757
5443005,2016,BFT,0.021
5443005,2020,BFT,0.08
5443006,2016,BFT,0.019
5443007,2012,BFT,0.41156
5443011,2016,BFT,0.022
5443011,2018,BFT,0.045
5443014,2010,BFT,0.1169
5443073,1975,BFT,211.0
5444001,2007,BFT,0.00357
5444001,2008,BFT,0.19643
5444002,1978,BFT,139.0
5444002,1982,BFT,734.2
5444002,1988,BFT,2081.0
5444002,1989,BFT,2111.0
5444002,1990,BFT,1493.0
5444002,1991,BFT,1141.0
5444002,2007,BFT,45.656670000000005
5444002,2008,BFT,44.74669
5444002,2009,BFT,0.918
5444002,2014,BFT,1.83
5444002,2017,BFT,12.122
5444002,2018,BFT,0.46
5444002,2019,BFT,0.34800000000000003
5444002,2020,BFT,1.6998
5444002,2021,BFT,0.6699999999999999
5444002,2022,BFT,0.711
5444002,2023,BFT,3.79969
5444002,2024,BFT,1.5855000000000001
5444003,1992,BFT,739.0
5444003,1993,BFT,3540.0
5444003,1994,BFT,1294.0
5444003,1995,BFT,2772.0
5444003,1996,BFT,4711.0
5444003,1997,BFT,2742.0
5444003,2007,BFT,2.50952
5444003,2008,BFT,2.68148
5444003,2009,BFT,7.404
5444003,2011,BFT,3.67786
5444003,2012,BFT,9.051260000000001
5444003,2017,BFT,8.054
5444003,2018,BFT,8.683
5444003,2020,BFT,0.194
5444003,2021,BFT,1.0346799999999998
5444003,2022,BFT,8.398
5444003,2023,BFT,18.752000000000002
5444003,2024,BFT,21.953999999999997
5444004,2008,BFT,0.01893
5444009,2011,BFT,0.09115
5445001,2007,BFT,2.28564
5445002,2009,BFT,13.866
5445002,2011,BFT,1.45532
5445002,2017,BFT,0.645
5445002,2019,BFT,1.1239999999999999
5445002,2020,BFT,4.4718
5445002,2021,BFT,10.0963
5445002,2022,BFT,5.1205
5445002,2023,BFT,7.137
5445002,2024,BFT,9.2982
5445003,2007,BFT,0.05
5445003,2008,BFT,0.63374
5445003,2009,BFT,5.052
5445003,2012,BFT,4.18249
5445003,2022,BFT,0.952
5445003,2024,BFT,3.174
5445004,2008,BFT,0.65707
5445004,2022,BFT,0.019
5445004,2023,BFT,2.62
5445005,2008,BFT,0.24538
5445005,2018,BFT,0.24
5446002,2011,BFT,2.47795
5446002,2017,BFT,0.205
5446002,2018,BFT,1.485
5446002,2019,BFT,6.0365
5446002,2020,BFT,15.079
5446002,2021,BFT,8.583
5446002,2022,BFT,19.756
5446002,2023,BFT,18.0918
5446002,2024,BFT,29.4674
5446003,2009,BFT,4.502
5446003,2012,BFT,0.0144
5446003,2020,BFT,1.14
5446003,2021,BFT,0.2
5446003,2023,BFT,1.4728999999999999
5446003,2024,BFT,4.219
5446004,2008,BFT,0.0169
5446004,2021,BFT,3.045
5446005,2008,BFT,0.48543000000000003
5446005,2012,BFT,0.1852
5446005,2018,BFT,2.84
5446006,2008,BFT,0.5263100000000001
5446006,2012,BFT,0.07717
5446006,2018,BFT,2.11
5446008,2008,BFT,0.04254
