,geographic_identifier,year,species,measurement_value
43655,6305145,1991,PBF,1.12
43670,6305145,1998,PBF,0.6000000000000001
43673,6305145,1999,PBF,1.04
43676,6305145,2000,PBF,0.35
43679,6305145,2001,PBF,1.1
43702,6305145,2012,PBF,0.47
44615,6310005,1976,BFT,1.8
44639,6310005,1995,BFT,0.139
44718,6310010,1978,BFT,5.8
44824,6310015,1979,BFT,2.4
44928,6310020,1978,BFT,5.9
44933,6310020,1980,BFT,1.2
45030,6310025,1976,BFT,7.2
45033,6310025,1977,BFT,1.2
45036,6310025,1978,BFT,2.4
45053,6310025,1986,BFT,2.4
45056,6310025,1987,BFT,2.4
45077,6310025,1997,BFT,0.278
45147,6310030,1977,BFT,1.2
45150,6310030,1978,BFT,3.5
45330,6310075,1993,PBF,1.74
46052,6310120,1978,PBF,0.77
46057,6310120,1982,PBF,0.07
46140,6310125,1969,PBF,0.21
46145,6310125,1971,PBF,7.92
46148,6310125,1972,PBF,2.05
46155,6310125,1978,PBF,1.16
46161,6310125,1982,PBF,0.12
46191,6310125,1998,PBF,0.04
46216,6310125,2010,PBF,0.93
46223,6310125,2013,PBF,0.78
46246,6310130,1967,PBF,0.2
46249,6310130,1968,PBF,0.2
46252,6310130,1969,PBF,0.14
46255,6310130,1970,PBF,0.08
46258,6310130,1971,PBF,3.19
46261,6310130,1972,PBF,14.52
46272,6310130,1978,PBF,1.54
46275,6310130,1979,PBF,0.33
46280,6310130,1982,PBF,0.98
46313,6310130,1998,PBF,0.28
46316,6310130,1999,PBF,1.17
46319,6310130,2000,PBF,0.41
46322,6310130,2001,PBF,0.74
46369,6310135,1967,PBF,0.4
46372,6310135,1968,PBF,0.4
46377,6310135,1970,PBF,0.35
46380,6310135,1971,PBF,3.44
46383,6310135,1972,PBF,2.21
46388,6310135,1974,PBF,0.33
46395,6310135,1977,PBF,1.65
46416,6310135,1988,PBF,0.26
46423,6310135,1991,PBF,0.13
46440,6310135,1999,PBF,2.03
46481,6310135,2019,PBF,0.11
46490,6310135,2023,PBF,0.1
46497,6310140,1967,PBF,0.67
46502,6310140,1969,PBF,0.21
46505,6310140,1970,PBF,3.01
46508,6310140,1971,PBF,2.42
46511,6310140,1972,PBF,2.21
46514,6310140,1973,PBF,0.33
46517,6310140,1974,PBF,16.37
46520,6310140,1975,PBF,4.48
46525,6310140,1977,PBF,1.1
46530,6310140,1979,PBF,0.07
46539,6310140,1984,PBF,0.1
46573,6310140,2001,PBF,0.36
46616,6310140,2022,PBF,0.08
46619,6310140,2023,PBF,0.28
46628,6310145,1967,PBF,0.27
46633,6310145,1969,PBF,0.21000000000000002
46636,6310145,1970,PBF,8.35
46639,6310145,1971,PBF,1.3900000000000001
46642,6310145,1972,PBF,2.89
46649,6310145,1975,PBF,7.64
46670,6310145,1987,PBF,0.16
46677,6310145,1990,PBF,2.35
46694,6310145,1998,PBF,2.04
46701,6310145,2001,PBF,0.04
46742,6310145,2021,PBF,0.08
46745,6310145,2022,PBF,0.43000000000000005
47435,6315000,1985,BFT,1.2
47689,6315015,1976,BFT,0.2
47706,6315015,1985,BFT,7.199999999999999
47733,6315015,1999,BFT,0.1
47805,6315020,1979,BFT,1.2
47826,6315020,1989,BFT,84.0
47844,6315020,1998,BFT,0.4
47847,6315020,1999,BFT,0.1
47911,6315025,1976,BFT,0.5
47918,6315025,1979,BFT,7.2
47933,6315025,1986,BFT,8.4
47940,6315025,1989,BFT,14.4
48022,6315030,1976,BFT,6.0
48069,6315030,1999,BFT,0.1
48132,6315035,1977,BFT,0.1
48137,6315035,1979,BFT,0.1
48144,6315035,1982,BFT,0.2
48729,6315110,1979,PBF,0.27
48816,6315115,1973,PBF,1.0
48827,6315115,1979,PBF,0.48
48834,6315115,1982,PBF,2.01
48919,6315120,1967,PBF,1.95
48922,6315120,1968,PBF,0.5
48927,6315120,1970,PBF,1.06
48934,6315120,1973,PBF,8.91
48941,6315120,1977,PBF,1.64
48946,6315120,1979,PBF,0.38
48951,6315120,1981,PBF,0.48
48954,6315120,1982,PBF,1.13
48965,6315120,1987,PBF,0.17
48998,6315120,2003,PBF,0.62
49043,6315125,1967,PBF,1.47
49046,6315125,1968,PBF,0.4
49051,6315125,1970,PBF,22.4
49054,6315125,1971,PBF,3.18
49057,6315125,1972,PBF,1.36
49060,6315125,1973,PBF,6.89
49073,6315125,1979,PBF,0.22
49078,6315125,1981,PBF,0.08
49081,6315125,1982,PBF,1.09
49084,6315125,1983,PBF,0.12
49102,6315125,1992,PBF,4.17
49111,6315125,1996,PBF,0.42
49118,6315125,1999,PBF,0.07
49145,6315125,2012,PBF,0.03
49172,6315130,1967,PBF,2.7600000000000002
49175,6315130,1968,PBF,2.7
49178,6315130,1969,PBF,0.07
49183,6315130,1971,PBF,1.2600000000000002
49186,6315130,1972,PBF,3.76
49189,6315130,1973,PBF,0.16
49192,6315130,1974,PBF,2.72
49215,6315130,1985,PBF,0.09
49220,6315130,1987,PBF,0.73
49231,6315130,1992,PBF,6.84
49242,6315130,1997,PBF,0.57
49245,6315130,1998,PBF,0.65
49248,6315130,1999,PBF,0.5700000000000001
49275,6315130,2012,PBF,0.01
49301,6315135,1967,PBF,0.46
49304,6315135,1968,PBF,1.7
49309,6315135,1970,PBF,0.26
49312,6315135,1971,PBF,0.37
49317,6315135,1973,PBF,0.16
49320,6315135,1974,PBF,33.410000000000004
49327,6315135,1977,PBF,0.54
49330,6315135,1978,PBF,0.96
49403,6315135,2023,PBF,0.1
49418,6315140,1973,PBF,0.33
49421,6315140,1974,PBF,2.71
49424,6315140,1975,PBF,1.57
49430,6315140,1978,PBF,0.77
49503,6315140,2022,PBF,0.08
49518,6315145,1972,PBF,2.73
49600,6315145,2021,PBF,0.1
49603,6315145,2022,PBF,0.67
49606,6315145,2023,PBF,0.59
50301,6320010,1987,BFT,2.4
50375,6320015,1999,BFT,0.1
50470,6320020,1998,BFT,0.5
50473,6320020,1999,BFT,0.8999999999999999
50488,6320020,2006,BFT,11.673
50536,6320025,1976,BFT,12.0
50633,6320030,1976,BFT,1.2
50636,6320030,1977,BFT,1.2
50639,6320030,1978,BFT,1.2
50654,6320030,1985,BFT,1.2
50745,6320035,1976,BFT,0.1
50748,6320035,1977,BFT,0.1
50753,6320035,1979,BFT,0.2
51306,6320115,1973,PBF,0.32
51395,6320120,1977,PBF,4.93
51398,6320120,1978,PBF,0.96
51479,6320125,1967,PBF,0.27
51482,6320125,1968,PBF,0.6
51581,6320130,1967,PBF,0.27
51584,6320130,1968,PBF,0.2
51669,6320135,1967,PBF,0.06
51682,6320135,1974,PBF,0.33
51911,6320145,2022,PBF,0.41
52408,6325005,1976,BFT,0.4
52425,6325005,1986,BFT,2.4
52583,6325015,1985,BFT,3.6
52713,6325025,1977,BFT,1.2
52730,6325025,1985,BFT,3.6
52748,6325025,1998,BFT,0.30000000000000004
52796,6325030,1977,BFT,1.2
52801,6325030,1979,BFT,2.4
52834,6325030,1998,BFT,0.4
52836,6325030,1999,BFT,0.3
52894,6325035,1976,BFT,1.2
53001,6325040,1977,BFT,3.5
53004,6325040,1978,BFT,13.2
53055,6325040,2003,BFT,0.062
53093,6325040,2022,BFT,0.019
53116,6325045,1980,BFT,0.1
53163,6325045,2003,BFT,9.453
53445,6325130,1974,PBF,0.85
53456,6325130,1988,PBF,0.1
53515,6325135,1967,PBF,0.06
53618,6325140,1970,PBF,0.17
53627,6325140,1974,PBF,0.33
53650,6325140,1988,PBF,0.03
53706,6325145,1974,PBF,0.17
54539,6330005,1976,BFT,1.2
54553,6330005,1986,BFT,6.0
54706,6330015,1976,BFT,0.1
55044,6330035,1999,BFT,0.1
55104,6330040,1977,BFT,3.5
55218,6330045,1978,BFT,0.6
55221,6330045,1979,BFT,3.1
55224,6330045,1980,BFT,0.2
55229,6330045,1982,BFT,0.5
55232,6330045,1983,BFT,0.30000000000000004
55239,6330045,1986,BFT,0.3
55242,6330045,1987,BFT,0.2
55245,6330045,1988,BFT,0.4
55248,6330045,1989,BFT,0.2
55251,6330045,1990,BFT,0.1
55278,6330045,2003,BFT,4.475
55316,6330045,2022,BFT,0.018
55337,6330050,1978,BFT,13.0
55340,6330050,1979,BFT,8.799999999999999
55343,6330050,1980,BFT,1.3
55346,6330050,1981,BFT,2.9
55349,6330050,1982,BFT,4.1
55352,6330050,1983,BFT,0.5
55355,6330050,1984,BFT,0.1
55362,6330050,1987,BFT,1.4
55365,6330050,1988,BFT,0.4
55368,6330050,1989,BFT,1.4
55371,6330050,1990,BFT,0.9000000000000001
55374,6330050,1991,BFT,0.2
55377,6330050,1992,BFT,0.4
55434,6330050,2022,BFT,0.001
55496,6330105,2015,PBF,0.08
55776,6330135,1993,PBF,0.16
55845,6330140,1978,PBF,0.77
55919,6330145,1971,PBF,0.25
55927,6330145,1978,PBF,0.38
55941,6330145,1987,PBF,0.24
56386,6335000,1976,BFT,2.4
56391,6335000,1978,BFT,4.6
56403,6335000,1989,BFT,13.2
56624,6335020,1982,BFT,2.4
56632,6335020,1989,BFT,42.0
56855,6335040,1977,BFT,1.2
56889,6335040,1995,BFT,1.363
56968,6335045,1983,BFT,0.1
56975,6335045,1986,BFT,0.4
56982,6335045,1989,BFT,0.2
56985,6335045,1990,BFT,0.1
56996,6335045,1995,BFT,0.209
57075,6335050,1981,BFT,0.30000000000000004
57079,6335050,1983,BFT,0.3
57084,6335050,1986,BFT,0.1
57087,6335050,1987,BFT,0.5
57090,6335050,1988,BFT,0.1
57230,6335125,1987,PBF,0.65
57348,6335140,1982,PBF,0.34
57655,6340010,1978,BFT,2.3
57686,6340025,1987,BFT,1.2
57791,6340040,1999,BFT,0.428
57824,6340045,1985,BFT,0.6
57918,6340105,1987,PBF,0.17
58032,6350060,2010,BFT,10.405
58033,6350065,2010,BFT,8.549
58040,6360020,2022,BFT,0.245
58060,6400000,1976,BFT,0.9
58063,6400000,1977,BFT,5.8
58066,6400000,1978,BFT,7.0
58075,6400000,1982,BFT,13.2
58104,6400000,1996,BFT,0.047
58111,6400000,1999,BFT,0.1
58120,6400000,2003,BFT,0.43
58294,6400010,1977,BFT,10.6
58351,6400010,2005,BFT,0.363
58404,6400015,1976,BFT,0.6
58407,6400015,1977,BFT,1.2
58410,6400015,1978,BFT,0.8
58417,6400015,1981,BFT,1.2
58454,6400015,1999,BFT,0.2
58521,6400020,1977,BFT,12.8
58524,6400020,1978,BFT,0.8
58529,6400020,1980,BFT,6.0
58532,6400020,1981,BFT,1.2
58581,6400020,2005,BFT,1.27
58634,6400025,1976,BFT,3.6
58637,6400025,1977,BFT,4.1
58640,6400025,1978,BFT,2.3
58647,6400025,1981,BFT,2.4
58658,6400025,1986,BFT,2.4
58685,6400025,1999,BFT,0.6
58694,6400025,2003,BFT,32.785
58753,6400030,1976,BFT,1.2
58756,6400030,1977,BFT,27.8
58763,6400030,1980,BFT,6.199999999999999
58776,6400030,1986,BFT,3.6
58797,6400030,1996,BFT,0.059
58812,6400030,2003,BFT,2.41
58819,6400030,2006,BFT,0.25
58852,6400030,2022,BFT,0.001
58869,6400035,1976,BFT,5.8
58872,6400035,1977,BFT,3.9
58875,6400035,1978,BFT,2.4
58978,6400040,1976,BFT,2.4
58981,6400040,1977,BFT,4.699999999999999
58984,6400040,1978,BFT,11.6
59082,6400045,1977,BFT,5.8
59672,6400095,1997,PBF,1.67
59675,6400095,1998,PBF,0.15
59678,6400095,1999,PBF,0.48
61607,6405010,1976,BFT,1.2
61610,6405010,1977,BFT,11.6
61613,6405010,1978,BFT,1.2
61627,6405010,1985,BFT,25.2
61721,6405015,1976,BFT,0.6
61724,6405015,1977,BFT,6.7
61727,6405015,1978,BFT,1.2
61732,6405015,1980,BFT,2.4
61735,6405015,1981,BFT,2.4
61766,6405015,1996,BFT,0.695
61839,6405020,1976,BFT,5.8
61844,6405020,1978,BFT,17.4
61849,6405020,1980,BFT,14.4
61860,6405020,1985,BFT,2.4
61895,6405020,2002,BFT,10.200000000000001
61956,6405025,1976,BFT,1.7999999999999998
61959,6405025,1977,BFT,26.4
61962,6405025,1978,BFT,4.7
61967,6405025,1980,BFT,3.5999999999999996
61974,6405025,1983,BFT,0.1
61977,6405025,1984,BFT,19.2
61980,6405025,1985,BFT,1.2
61985,6405025,1987,BFT,2.4
62018,6405025,2003,BFT,6.92012
62055,6405025,2021,BFT,75.27
62078,6405030,1976,BFT,3.5
62081,6405030,1977,BFT,25.8
62084,6405030,1978,BFT,3.5999999999999996
62087,6405030,1979,BFT,10.8
62090,6405030,1980,BFT,2.5999999999999996
62093,6405030,1981,BFT,3.5999999999999996
62102,6405030,1985,BFT,1.2
62105,6405030,1986,BFT,1.2
62124,6405030,1995,BFT,0.061
62127,6405030,1996,BFT,0.499
62142,6405030,2003,BFT,0.245
62155,6405030,2009,BFT,0.125
62182,6405030,2022,BFT,0.001
62203,6405035,1976,BFT,1.4
62210,6405035,1979,BFT,3.6
62213,6405035,1980,BFT,2.8
62216,6405035,1981,BFT,3.5999999999999996
62261,6405035,2003,BFT,0.15
62300,6405035,2022,BFT,0.008
62317,6405040,1976,BFT,6.0
62320,6405040,1977,BFT,7.3
62325,6405040,1979,BFT,1.2
62338,6405040,1985,BFT,14.4
62385,6405040,2008,BFT,0.04
62414,6405040,2022,BFT,0.001
62427,6405045,1976,BFT,0.6
62430,6405045,1977,BFT,11.6
62447,6405045,1985,BFT,0.1
62538,6405050,1979,BFT,1.2
62629,6405055,1976,BFT,2.4
62632,6405055,1977,BFT,1.2
63058,6405090,1987,PBF,0.08
64116,6405145,2002,PBF,0.09
64992,6410015,1977,BFT,11.6
64995,6410015,1978,BFT,30.8
65000,6410015,1980,BFT,1.2
65057,6410015,2008,BFT,0.12514
65108,6410020,1977,BFT,11.6
65111,6410020,1978,BFT,5.8
65166,6410020,2005,BFT,0.37
65169,6410020,2006,BFT,0.845
65222,6410025,1976,BFT,7.4
65225,6410025,1977,BFT,1.2
65228,6410025,1978,BFT,1.2
65265,6410025,1996,BFT,0.201
65320,6410025,2023,BFT,0.6001
65341,6410030,1978,BFT,7.0
65346,6410030,1980,BFT,10.8
65349,6410030,1981,BFT,1.2
65403,6410030,2009,BFT,0.607
65450,6410035,1977,BFT,3.9
65453,6410035,1978,BFT,5.8
65458,6410035,1980,BFT,4.0
65463,6410035,1982,BFT,14.4
65470,6410035,1985,BFT,7.2
65557,6410040,1976,BFT,0.6
65566,6410040,1980,BFT,2.4
65569,6410040,1981,BFT,1.2
65665,6410045,1976,BFT,0.7
65684,6410045,1985,BFT,22.900000000000002
65770,6410050,1976,BFT,1.4
65873,6410055,1976,BFT,1.2
65980,6410060,1976,BFT,0.6
65983,6410060,1977,BFT,9.1
65988,6410060,1979,BFT,16.8
66021,6410060,1996,BFT,0.5599999999999999
66093,6410065,1976,BFT,1.2
66100,6410065,1979,BFT,0.2
66205,6410070,1976,BFT,44.5
66208,6410070,1977,BFT,2.3
66211,6410070,1978,BFT,5.8
66214,6410070,1979,BFT,0.6
66225,6410070,1985,BFT,0.7
66275,6410075,1976,BFT,1.0
66278,6410075,1977,BFT,1.0
67996,6415015,1976,BFT,3.4
68001,6415015,1978,BFT,3.0999999999999996
68034,6415015,1994,BFT,0.2
68045,6415015,1999,BFT,282.5
68058,6415015,2005,BFT,0.19
68112,6415020,1976,BFT,10.2
68117,6415020,1978,BFT,5.8
68124,6415020,1981,BFT,2.4
68220,6415025,1976,BFT,6.8
68235,6415025,1983,BFT,10.0
68420,6415035,1976,BFT,0.2
68423,6415035,1977,BFT,9.9
68426,6415035,1978,BFT,4.6
68431,6415035,1980,BFT,2.1
68525,6415040,1976,BFT,1.2
68528,6415040,1977,BFT,1.2
68531,6415040,1978,BFT,3.5
68536,6415040,1980,BFT,3.0
68628,6415045,1976,BFT,2.4
68631,6415045,1977,BFT,1.2
68637,6415045,1980,BFT,7.199999999999999
68640,6415045,1981,BFT,1.2
68732,6415050,1976,BFT,2.4
68737,6415050,1978,BFT,3.5999999999999996
68742,6415050,1980,BFT,1.0
68757,6415050,1987,BFT,6.0
68760,6415050,1989,BFT,1.2
68841,6415055,1976,BFT,6.7
68846,6415055,1978,BFT,7.6
68849,6415055,1979,BFT,2.4
68852,6415055,1980,BFT,12.0
68869,6415055,1989,BFT,1.2
68877,6415055,1996,BFT,0.04
68949,6415060,1976,BFT,2.3
68952,6415060,1977,BFT,2.4
68955,6415060,1978,BFT,3.5
68960,6415060,1980,BFT,20.400000000000002
68967,6415060,1983,BFT,1.2
68978,6415060,1989,BFT,3.6
68985,6415060,1995,BFT,1.1929999999999998
69022,6415060,2014,BFT,0.01
69025,6415060,2015,BFT,0.003
69028,6415060,2016,BFT,0.002
69031,6415060,2017,BFT,0.004
69058,6415065,1976,BFT,30.099999999999998
69063,6415065,1978,BFT,2.5999999999999996
69068,6415065,1980,BFT,7.2
69128,6415070,1976,BFT,21.7
69143,6415070,1985,BFT,0.4
69180,6415090,1994,BFT,0.6799999999999999
69183,6415090,1995,BFT,0.265
69186,6415090,1996,BFT,0.42
69189,6415090,1998,BFT,0.23
69191,6415090,1999,BFT,0.14
69194,6415090,2000,BFT,9.283999999999999
69197,6415090,2001,BFT,0.675
69200,6415090,2002,BFT,0.3
69203,6415090,2003,BFT,0.38
69206,6415090,2004,BFT,0.13
69209,6415090,2005,BFT,0.15
69212,6415090,2006,BFT,0.8500000000000001
69216,6415090,2008,BFT,0.18
69219,6415090,2009,BFT,0.5800000000000001
69221,6415090,2010,BFT,0.18
69224,6415090,2011,BFT,0.615
69281,6415095,1994,BFT,1.5
69284,6415095,1995,BFT,2.19
69286,6415095,1996,BFT,1.44
69288,6415095,1997,BFT,0.33
69292,6415095,1999,BFT,0.003
69294,6415095,2000,BFT,3.614
69297,6415095,2001,BFT,0.94
69300,6415095,2002,BFT,1.8199999999999998
69305,6415095,2004,BFT,0.54
69308,6415095,2005,BFT,0.289
69311,6415095,2006,BFT,0.4
69314,6415095,2007,BFT,0.3
69318,6415095,2009,BFT,0.4
69327,6415095,2015,BFT,0.15
69330,6415095,2017,BFT,0.47
69337,6415095,2020,BFT,0.26
70268,6420015,1977,BFT,5.8
70271,6420015,1978,BFT,7.0
70302,6420015,1994,BFT,0.6
70313,6420015,1999,BFT,60.0
70362,6420015,2023,BFT,0.54
70374,6420020,1976,BFT,2.8
70379,6420020,1978,BFT,1.2
70414,6420020,2002,BFT,0.8
70418,6420020,2004,BFT,0.37
70421,6420020,2005,BFT,2.7800000000000002
70424,6420020,2006,BFT,5.561
70429,6420020,2008,BFT,0.275
70458,6420020,2022,BFT,0.84169
70472,6420025,1976,BFT,5.9
70475,6420025,1977,BFT,11.6
70480,6420025,1980,BFT,12.0
70611,6420035,1976,BFT,0.1
70616,6420035,1978,BFT,2.0
70703,6420040,1977,BFT,5.8
70706,6420040,1978,BFT,1.2
70789,6420045,1976,BFT,1.8
70792,6420045,1977,BFT,6.8999999999999995
70884,6420050,1977,BFT,1.2
70887,6420050,1978,BFT,4.3
70890,6420050,1979,BFT,1.2
70893,6420050,1980,BFT,6.9
70978,6420055,1976,BFT,0.1
70981,6420055,1977,BFT,1.7
70984,6420055,1978,BFT,3.5
71073,6420060,1976,BFT,1.2999999999999998
71078,6420060,1978,BFT,1.2
71081,6420060,1979,BFT,5.4
71084,6420060,1980,BFT,14.4
71167,6420065,1976,BFT,2.2
71172,6420065,1978,BFT,12.8
71175,6420065,1979,BFT,7.4
71244,6420070,1976,BFT,2.3
71251,6420070,1979,BFT,4.4
71273,6420070,2002,BFT,73.693
71281,6420070,2014,BFT,0.289
71299,6420085,1996,BFT,3.558
71312,6420085,2010,BFT,0.212
71314,6420085,2011,BFT,0.43
71332,6420090,1994,BFT,0.285
71335,6420090,1995,BFT,0.7999999999999999
71338,6420090,1996,BFT,3.343
71341,6420090,1997,BFT,0.225
71344,6420090,1998,BFT,1.56
71347,6420090,1999,BFT,2.745
71350,6420090,2000,BFT,4.595000000000001
71353,6420090,2001,BFT,1.9249999999999998
71356,6420090,2002,BFT,5.052
71359,6420090,2003,BFT,15.294
71362,6420090,2004,BFT,4.235
71365,6420090,2005,BFT,6.881
71368,6420090,2006,BFT,4.11
71371,6420090,2007,BFT,4.44
71374,6420090,2008,BFT,3.502
71377,6420090,2009,BFT,6.068
71380,6420090,2010,BFT,10.296
71383,6420090,2011,BFT,6.713
71386,6420090,2012,BFT,14.366
71389,6420090,2013,BFT,8.251000000000001
71392,6420090,2014,BFT,11.994
71395,6420090,2015,BFT,22.26
71398,6420090,2016,BFT,22.725
71401,6420090,2017,BFT,10.887
71404,6420090,2018,BFT,7.143
71407,6420090,2019,BFT,5.313000000000001
71410,6420090,2020,BFT,10.733
71413,6420090,2021,BFT,21.392
71416,6420090,2022,BFT,5.551
71419,6420090,2023,BFT,12.519
71423,6420095,1994,BFT,1.024
71426,6420095,1995,BFT,1.451
71429,6420095,1996,BFT,5.118
71431,6420095,1997,BFT,0.215
71434,6420095,1998,BFT,1.55
71437,6420095,1999,BFT,1.125
71440,6420095,2000,BFT,4.831
71443,6420095,2001,BFT,5.925
71446,6420095,2002,BFT,4.053999999999999
71449,6420095,2003,BFT,2.243
71452,6420095,2004,BFT,4.713
71455,6420095,2005,BFT,3.19
71458,6420095,2006,BFT,3.055
71461,6420095,2007,BFT,2.3600000000000003
71464,6420095,2008,BFT,1.51
71467,6420095,2009,BFT,2.186
71470,6420095,2010,BFT,1.0390000000000001
71473,6420095,2011,BFT,1.4649999999999999
71476,6420095,2012,BFT,2.6550000000000002
71479,6420095,2013,BFT,3.1999999999999997
71482,6420095,2014,BFT,3.601
71485,6420095,2015,BFT,18.271
71488,6420095,2016,BFT,8.042
71491,6420095,2017,BFT,3.225
71494,6420095,2018,BFT,14.274000000000001
71497,6420095,2019,BFT,1.615
71500,6420095,2020,BFT,0.6599999999999999
71503,6420095,2021,BFT,4.949
71506,6420095,2022,BFT,44.208
71509,6420095,2023,BFT,7.854
71523,6420105,1971,PBF,9.1
71540,6420105,1987,PBF,0.33
71589,6420110,1965,PBF,128.0
71591,6420110,1966,PBF,4362.22
71593,6420110,1967,PBF,263.09999999999997
71595,6420110,1968,PBF,511.40000000000003
71597,6420110,1969,PBF,1213.1
71599,6420110,1970,PBF,61.7
71601,6420110,1971,PBF,2927.4
71603,6420110,1972,PBF,119.6
71605,6420110,1973,PBF,1160.93
71607,6420110,1974,PBF,80.8
71609,6420110,1975,PBF,852.2
71611,6420110,1976,PBF,346.6
71613,6420110,1977,PBF,28.1
71615,6420110,1978,PBF,35.4
71617,6420110,1979,PBF,9.1
71620,6420110,1980,PBF,22.6
71630,6420110,1987,PBF,2.27
71633,6420110,1988,PBF,204.6
71635,6420110,1989,PBF,0.05
71642,6420110,1995,PBF,5.0
71647,6420110,1999,PBF,759.0
71652,6420110,2002,PBF,1.0
71654,6420110,2003,PBF,40.0
71656,6420110,2004,PBF,63.0
71659,6420110,2006,PBF,881.0
71684,6420115,1966,PBF,39.9
71689,6420115,1971,PBF,4.5
71696,6420115,1979,PBF,22.7
71707,6420115,1988,PBF,0.05
72343,6425010,2005,BFT,28.952
72354,6425010,2016,BFT,140.414
72358,6425010,2018,BFT,306.759
72361,6425010,2020,BFT,69.63388
72364,6425010,2021,BFT,57.5
72367,6425010,2022,BFT,43.88
72370,6425010,2023,BFT,91.47
72380,6425015,1975,BFT,978.0
72383,6425015,1976,BFT,832.2
72386,6425015,1977,BFT,1253.5
72389,6425015,1978,BFT,1548.0
72392,6425015,1979,BFT,758.0
72395,6425015,1980,BFT,397.0
72398,6425015,1981,BFT,574.0
72401,6425015,1982,BFT,43.0
72404,6425015,1983,BFT,305.0
72407,6425015,1984,BFT,16.0
72410,6425015,1985,BFT,133.2
72413,6425015,1986,BFT,77.8
72416,6425015,1987,BFT,25.2
72419,6425015,1988,BFT,92.3
72422,6425015,1989,BFT,264.9
72425,6425015,1990,BFT,121.10000000000001
72428,6425015,1991,BFT,58.7
72431,6425015,1992,BFT,28.8
72434,6425015,1993,BFT,31.2
72437,6425015,1994,BFT,56.3
72440,6425015,1995,BFT,4.4
72443,6425015,1996,BFT,156.8
72446,6425015,1997,BFT,360.4
72449,6425015,1998,BFT,39.7
72452,6425015,1999,BFT,33.339999999999996
72455,6425015,2000,BFT,26.2
72458,6425015,2001,BFT,55.314
72461,6425015,2002,BFT,4.6
72464,6425015,2003,BFT,2.3000000000000003
72467,6425015,2004,BFT,5.0
72470,6425015,2005,BFT,36.861999999999995
72473,6425015,2006,BFT,73.3
72476,6425015,2007,BFT,123.7
72479,6425015,2008,BFT,31.102
72482,6425015,2009,BFT,1.978
72485,6425015,2010,BFT,14.326999999999998
72488,6425015,2011,BFT,110.12599999999999
72491,6425015,2012,BFT,92.006
72494,6425015,2013,BFT,138.621
72497,6425015,2014,BFT,66.816
72500,6425015,2015,BFT,120.3785
72505,6425015,2017,BFT,176.73
72510,6425015,2019,BFT,361.803
72513,6425015,2020,BFT,403.22879
72516,6425015,2021,BFT,537.5600000000001
72519,6425015,2022,BFT,484.28325
72522,6425015,2023,BFT,450.63
72533,6425020,1977,BFT,2.3
72565,6425020,2020,BFT,0.255
72569,6425020,2022,BFT,0.7812
72572,6425020,2023,BFT,0.3289
72583,6425025,1976,BFT,4.2
72624,6425030,1976,BFT,0.1
72627,6425030,1977,BFT,4.6
72630,6425030,1978,BFT,1.2
73240,6425070,1976,BFT,2.4
73295,6425075,1976,BFT,0.1
73298,6425075,1977,BFT,4.6
73301,6425075,1978,BFT,2.3
73319,6425085,2010,BFT,2.331
73328,6425085,2019,BFT,0.5
73336,6425090,2003,BFT,0.52
73340,6425090,2005,BFT,0.642
73342,6425090,2006,BFT,5.7
73345,6425090,2008,BFT,1.175
73347,6425090,2009,BFT,0.22
73351,6425090,2011,BFT,4.278
73354,6425090,2012,BFT,14.109
73357,6425090,2013,BFT,4.969
73360,6425090,2014,BFT,34.11
73363,6425090,2015,BFT,5.355
73366,6425090,2016,BFT,21.592
73369,6425090,2017,BFT,19.137
73372,6425090,2018,BFT,37.828
73375,6425090,2019,BFT,31.276
73378,6425090,2020,BFT,9.15
73381,6425090,2021,BFT,34.586
73384,6425090,2022,BFT,0.22
73387,6425090,2023,BFT,17.75
73395,6425095,2008,BFT,0.8
73397,6425095,2009,BFT,0.45
73401,6425095,2012,BFT,19.487000000000002
73403,6425095,2013,BFT,6.163
73405,6425095,2014,BFT,1.455
73407,6425095,2015,BFT,6.7540000000000004
73409,6425095,2016,BFT,2.492
73411,6425095,2017,BFT,0.25
73413,6425095,2018,BFT,20.59
73415,6425095,2019,BFT,0.64
73417,6425095,2020,BFT,7.519
73419,6425095,2021,BFT,1.5830000000000002
73421,6425095,2022,BFT,10.44
73423,6425095,2023,BFT,0.491
73488,6425110,1965,PBF,1616.5
73490,6425110,1966,PBF,4870.2
73492,6425110,1967,PBF,4616.3
73494,6425110,1968,PBF,324.5
73496,6425110,1969,PBF,2438.1000000000004
73498,6425110,1970,PBF,2675.0699999999997
73500,6425110,1971,PBF,983.1
73502,6425110,1972,PBF,3841.8199999999997
73504,6425110,1973,PBF,2535.33
73506,6425110,1974,PBF,2484.4
73508,6425110,1975,PBF,3360.6
73511,6425110,1976,PBF,2081.2
73513,6425110,1977,PBF,2122.1
73515,6425110,1978,PBF,692.1
73517,6425110,1979,PBF,1914.2100000000003
73519,6425110,1980,PBF,1652.22
73522,6425110,1981,PBF,73.5
73529,6425110,1985,PBF,1398.2
73532,6425110,1986,PBF,211.04000000000002
73535,6425110,1987,PBF,44.86
73537,6425110,1988,PBF,316.42
73541,6425110,1991,PBF,100.0
73548,6425110,1997,PBF,2.0
73551,6425110,1999,PBF,1550.5400000000002
73553,6425110,2000,PBF,217.0
73555,6425110,2001,PBF,276.0
73558,6425110,2003,PBF,458.0
