,geographic_identifier,year,species,measurement_value
39589,6230105,2002,SBF,96.0
39592,6230105,2003,SBF,367.0
39595,6230105,2004,SBF,60.0
39598,6230105,2005,SBF,243.0
39600,6230105,2006,SBF,1.0
39603,6230105,2007,SBF,69.0
39606,6230105,2008,SBF,19.0
39610,6230105,2010,SBF,143.0
39612,6230105,2011,SBF,52.0
39615,6230105,2012,SBF,16.0
39618,6230105,2013,SBF,25.0
39621,6230105,2014,SBF,263.0
39623,6230105,2015,SBF,277.0
39626,6230105,2016,SBF,410.0
39629,6230105,2017,SBF,178.0
39631,6230105,2018,SBF,137.0
39634,6230105,2019,SBF,39.0
39637,6230105,2020,SBF,9.0
39640,6230105,2021,SBF,32.0
39643,6230105,2022,SBF,5.0
39654,6230110,1965,SBF,12.0
39657,6230110,1966,SBF,208.0
39660,6230110,1967,SBF,314.0
39663,6230110,1968,SBF,246.0
39666,6230110,1969,SBF,22.0
39669,6230110,1970,SBF,172.0
39672,6230110,1971,SBF,616.0
39675,6230110,1972,SBF,118.0
39678,6230110,1973,SBF,208.0
39681,6230110,1974,SBF,175.0
39684,6230110,1975,SBF,116.0
39687,6230110,1976,SBF,6.0
39690,6230110,1977,SBF,93.0
39693,6230110,1978,SBF,41.0
39696,6230110,1979,SBF,58.0
39699,6230110,1980,SBF,2935.0
39702,6230110,1981,SBF,47.0
39705,6230110,1982,SBF,5.0
39708,6230110,1983,SBF,35.0
39711,6230110,1984,SBF,60.0
39714,6230110,1985,SBF,49.0
39717,6230110,1986,SBF,22.0
39720,6230110,1987,SBF,365.0
39723,6230110,1988,SBF,38.0
39726,6230110,1989,SBF,5.0
39729,6230110,1990,SBF,1.0
39736,6230110,1993,SBF,19.0
39739,6230110,1994,SBF,152.0
39742,6230110,1995,SBF,909.0
39745,6230110,1996,SBF,15.0
39752,6230110,1999,SBF,32.0
39755,6230110,2000,SBF,35.0
39758,6230110,2001,SBF,99.0
39761,6230110,2002,SBF,23.0
39764,6230110,2003,SBF,12.0
39777,6230110,2012,SBF,5.0
39779,6230110,2013,SBF,4.0
39783,6230110,2015,SBF,40.0
39798,6230115,1975,SBF,11.0
39804,6230115,1978,SBF,721.0
39812,6230115,1993,SBF,9.0
39814,6230115,1994,SBF,1.0
39825,6230115,1999,SBF,2.0
39829,6230120,1967,SBF,2.0
39831,6230120,1968,SBF,102.0
39833,6230120,1969,SBF,116.0
39834,6230120,1975,SBF,8.0
39836,6230120,1979,SBF,3.0
39838,6230120,1992,SBF,95.0
39841,6230120,1993,SBF,181.0
39842,6230120,1994,SBF,45.0
39847,6230120,2001,SBF,1.0
39849,6230125,1966,SBF,560.0
39851,6230125,1968,SBF,18227.0
39853,6230125,1969,SBF,11020.0
39855,6230125,1970,SBF,964.0
39858,6230125,1971,SBF,39.0
39860,6230125,1973,SBF,14.0
39862,6230125,1974,SBF,35.0
39864,6230125,1975,SBF,1904.0
39866,6230125,1976,SBF,3730.0
39868,6230125,1977,SBF,3152.0
39871,6230125,1978,SBF,4824.0
39873,6230125,1979,SBF,1201.0
39874,6230125,1992,SBF,2063.0
39877,6230125,1993,SBF,100.0
39879,6230125,1994,SBF,41.0
39882,6230130,1968,SBF,13624.0
39884,6230130,1969,SBF,13721.0
39887,6230130,1970,SBF,157.0
39889,6230130,1971,SBF,1720.0
39891,6230130,1974,SBF,8.0
39893,6230130,1975,SBF,1078.0
39895,6230130,1976,SBF,1843.0
39897,6230130,1977,SBF,1489.0
39899,6230130,1978,SBF,7169.0
39902,6230130,1979,SBF,259.0
39904,6230130,1980,SBF,106.0
39905,6230130,1987,SBF,6.0
39906,6230130,1991,SBF,93.0
39908,6230130,1992,SBF,6553.0
39910,6230130,1993,SBF,526.0
39912,6230130,1994,SBF,882.0
39923,6230150,1965,SBF,12304.0
39926,6230150,1966,SBF,18450.0
39929,6230150,1967,SBF,7303.0
39932,6230150,1968,SBF,20001.0
39935,6230150,1969,SBF,5541.0
39937,6230150,1970,SBF,1076.0
39939,6230150,1971,SBF,22531.0
39942,6230150,1972,SBF,7003.0
39945,6230150,1973,SBF,325.0
39948,6230150,1974,SBF,1629.0
39951,6230150,1975,SBF,2455.0
39954,6230150,1976,SBF,185.0
39956,6230150,1977,SBF,10.0
39958,6230150,1978,SBF,1674.0
39961,6230150,1979,SBF,682.0
39964,6230150,1980,SBF,2007.0
39967,6230150,1981,SBF,5330.0
39970,6230150,1982,SBF,180.0
39973,6230150,1983,SBF,155.0
39975,6230150,1984,SBF,495.0
39976,6230150,1985,SBF,4.0
39977,6230150,1986,SBF,28.0
39979,6230150,1987,SBF,97.0
39982,6230150,1988,SBF,114.0
39985,6230150,1989,SBF,344.0
39988,6230150,1990,SBF,909.0
39991,6230150,1991,SBF,102.0
39994,6230150,1992,SBF,906.0
39997,6230150,1993,SBF,5327.0
40000,6230150,1994,SBF,583.0
40003,6230150,1995,SBF,1724.0
40006,6230150,1996,SBF,497.0
40009,6230150,1997,SBF,186.0
40012,6230150,1998,SBF,357.0
40015,6230150,1999,SBF,231.0
40018,6230150,2000,SBF,378.0
40021,6230150,2001,SBF,159.0
40024,6230150,2002,SBF,236.0
40027,6230150,2003,SBF,149.0
40030,6230150,2004,SBF,1577.0
40033,6230150,2005,SBF,196.0
40036,6230150,2006,SBF,6.0
40039,6230150,2007,SBF,44.0
40042,6230150,2008,SBF,178.0
40045,6230150,2009,SBF,1585.0
40048,6230150,2010,SBF,185.0
40051,6230150,2011,SBF,655.0
40054,6230150,2012,SBF,484.0
40057,6230150,2013,SBF,790.0
40060,6230150,2014,SBF,631.0
40063,6230150,2015,SBF,470.0
40066,6230150,2016,SBF,185.0
40069,6230150,2017,SBF,925.0
40072,6230150,2018,SBF,3826.0
40075,6230150,2019,SBF,200.0
40078,6230150,2020,SBF,529.0
40081,6230150,2021,SBF,187.0
40084,6230150,2022,SBF,83.0
40087,6230150,2023,SBF,385.0
40096,6230155,1965,SBF,448.0
40099,6230155,1966,SBF,18507.0
40101,6230155,1967,SBF,23.0
40103,6230155,1968,SBF,1619.0
40106,6230155,1969,SBF,702.0
40109,6230155,1970,SBF,282.0
40112,6230155,1971,SBF,1123.0
40115,6230155,1972,SBF,500.0
40118,6230155,1973,SBF,58.0
40121,6230155,1974,SBF,47.0
40124,6230155,1975,SBF,8.0
40127,6230155,1976,SBF,535.0
40129,6230155,1977,SBF,23.0
40130,6230155,1978,SBF,64.0
40132,6230155,1979,SBF,233.0
40134,6230155,1980,SBF,1068.0
40136,6230155,1981,SBF,75.0
40139,6230155,1982,SBF,134.0
40142,6230155,1983,SBF,199.0
40145,6230155,1984,SBF,143.0
40148,6230155,1985,SBF,122.0
40151,6230155,1986,SBF,137.0
40154,6230155,1987,SBF,185.0
40157,6230155,1988,SBF,395.0
40160,6230155,1989,SBF,1048.0
40163,6230155,1990,SBF,911.0
40166,6230155,1991,SBF,360.0
40169,6230155,1992,SBF,345.0
40172,6230155,1993,SBF,5934.0
40175,6230155,1994,SBF,2131.0
40178,6230155,1995,SBF,980.0
40181,6230155,1996,SBF,1068.0
40184,6230155,1997,SBF,248.0
40186,6230155,2000,SBF,19.0
40188,6230155,2002,SBF,553.0
40191,6230155,2003,SBF,400.0
40194,6230155,2004,SBF,1082.0
40196,6230155,2005,SBF,123.0
40197,6230155,2009,SBF,5.0
40198,6230155,2010,SBF,5.0
40199,6230155,2011,SBF,13.0
40207,6230155,2018,SBF,221.0
40210,6230155,2019,SBF,36.0
40213,6230155,2021,SBF,2.0
40218,6230155,2023,SBF,166.0
40225,6230160,1965,SBF,93.0
40227,6230160,1966,SBF,310.0
40229,6230160,1967,SBF,5.0
40231,6230160,1970,SBF,23.0
40233,6230160,1971,SBF,4.0
40237,6230160,1973,SBF,33.0
40239,6230160,1974,SBF,3.0
40243,6230160,1976,SBF,2.0
40253,6230160,1982,SBF,11.0
40255,6230160,1983,SBF,93.0
40258,6230160,1984,SBF,4.0
40263,6230160,1986,SBF,6.0
40266,6230160,1987,SBF,3.0
40269,6230160,1988,SBF,7.0
40272,6230160,1989,SBF,16.0
40275,6230160,1990,SBF,12.0
40278,6230160,1991,SBF,6.0
40281,6230160,1992,SBF,3.0
40284,6230160,1993,SBF,3030.0
40287,6230160,1994,SBF,3.0
40290,6230160,1995,SBF,15.0
40293,6230160,1996,SBF,8.0
40296,6230160,1997,SBF,14.0
40299,6230160,1998,SBF,16.0
40302,6230160,1999,SBF,202.0
40309,6230160,2002,SBF,45.0
40312,6230160,2003,SBF,134.0
40315,6230160,2004,SBF,224.0
40318,6230160,2005,SBF,6.0
40321,6230160,2006,SBF,7.0
40324,6230160,2007,SBF,21.0
40327,6230160,2008,SBF,10.0
40330,6230160,2009,SBF,151.0
40335,6230160,2011,SBF,77.0
40338,6230160,2012,SBF,25.0
40341,6230160,2013,SBF,31.0
40344,6230160,2014,SBF,8.0
40347,6230160,2015,SBF,28.0
40364,6230160,2023,SBF,1.0
40370,6230165,1966,SBF,274.0
40373,6230165,1969,SBF,108.0
40375,6230165,1970,SBF,34.0
40377,6230165,1971,SBF,16.0
40379,6230165,1972,SBF,22.0
40381,6230165,1973,SBF,1.0
40384,6230165,1974,SBF,2.0
40389,6230165,1976,SBF,10.0
40396,6230165,1979,SBF,1.0
40401,6230165,1981,SBF,9.0
40406,6230165,1983,SBF,7.0
40415,6230165,1987,SBF,2.0
40418,6230165,1988,SBF,1.0
40421,6230165,1989,SBF,1.0
40424,6230165,1990,SBF,2.0
40429,6230165,1992,SBF,3.0
40432,6230165,1993,SBF,3.0
40435,6230165,1994,SBF,1.0
40444,6230165,1998,SBF,62.0
40447,6230165,1999,SBF,13.0
40452,6230165,2002,SBF,4.0
40455,6230165,2003,SBF,330.0
40458,6230165,2004,SBF,3.0
40461,6230165,2005,SBF,5.0
40465,6230165,2007,SBF,56.0
40467,6230165,2008,SBF,5.0
40470,6230165,2009,SBF,105.0
40478,6230165,2013,SBF,42.0
40480,6230165,2014,SBF,18.0
40483,6230165,2015,SBF,2.0
40500,6230165,2023,SBF,2.0
40509,6230170,1965,SBF,139.0
40511,6230170,1966,SBF,1066.0
40514,6230170,1967,SBF,2.0
40517,6230170,1969,SBF,135.0
40520,6230170,1970,SBF,21.0
40523,6230170,1971,SBF,203.0
40525,6230170,1972,SBF,2.0
40527,6230170,1973,SBF,33.0
40530,6230170,1974,SBF,57.0
40533,6230170,1975,SBF,11.0
40536,6230170,1976,SBF,26.0
40539,6230170,1977,SBF,8.0
40542,6230170,1978,SBF,1.0
40545,6230170,1979,SBF,39.0
40547,6230170,1980,SBF,48.0
40550,6230170,1981,SBF,54.0
40553,6230170,1982,SBF,115.0
40556,6230170,1983,SBF,29.0
40559,6230170,1984,SBF,41.0
40562,6230170,1985,SBF,38.0
40565,6230170,1986,SBF,12.0
40568,6230170,1987,SBF,30.0
40571,6230170,1988,SBF,24.0
40574,6230170,1989,SBF,4.0
40577,6230170,1990,SBF,3.0
40580,6230170,1991,SBF,59.0
40583,6230170,1992,SBF,60.0
40585,6230170,1993,SBF,3.0
40589,6230170,1998,SBF,34.0
40592,6230170,1999,SBF,106.0
40595,6230170,2000,SBF,79.0
40598,6230170,2001,SBF,55.0
40601,6230170,2002,SBF,10.0
40604,6230170,2003,SBF,41.0
40607,6230170,2004,SBF,8.0
40610,6230170,2005,SBF,10.0
40613,6230170,2006,SBF,19.0
40616,6230170,2007,SBF,16.0
40619,6230170,2008,SBF,75.0
40622,6230170,2009,SBF,112.0
40624,6230170,2010,SBF,31.0
40626,6230170,2011,SBF,188.0
40629,6230170,2012,SBF,561.0
40631,6230170,2013,SBF,208.0
40632,6230170,2014,SBF,81.0
40634,6230170,2015,SBF,85.0
40637,6230170,2016,SBF,246.0
40640,6230170,2017,SBF,614.0
40643,6230170,2018,SBF,2035.0
40648,6230170,2020,SBF,1496.0
40651,6230170,2021,SBF,519.0
40666,6230175,1965,SBF,18363.0
40669,6230175,1966,SBF,4520.0
40671,6230175,1967,SBF,686.0
40673,6230175,1968,SBF,10.0
40676,6230175,1969,SBF,168.0
40678,6230175,1970,SBF,14.0
40680,6230175,1971,SBF,171.0
40682,6230175,1972,SBF,242.0
40684,6230175,1973,SBF,67.0
40687,6230175,1974,SBF,1.0
40689,6230175,1975,SBF,4.0
40690,6230175,1976,SBF,11.0
40692,6230175,1977,SBF,3.0
40694,6230175,1979,SBF,19.0
40696,6230175,1980,SBF,96.0
40699,6230175,1981,SBF,86.0
40702,6230175,1982,SBF,309.0
40705,6230175,1983,SBF,114.0
40708,6230175,1984,SBF,133.0
40711,6230175,1985,SBF,30.0
40714,6230175,1986,SBF,60.0
40717,6230175,1987,SBF,19.0
40720,6230175,1988,SBF,5.0
40725,6230175,1990,SBF,61.0
40728,6230175,1991,SBF,32.0
40730,6230175,1992,SBF,78.0
40732,6230175,1998,SBF,77.0
40735,6230175,1999,SBF,140.0
40738,6230175,2000,SBF,30.0
40741,6230175,2001,SBF,61.0
40744,6230175,2002,SBF,17.0
40747,6230175,2003,SBF,3.0
40752,6230175,2005,SBF,353.0
40755,6230175,2007,SBF,28.0
40758,6230175,2008,SBF,181.0
40761,6230175,2009,SBF,61.0
40764,6230175,2010,SBF,146.0
40767,6230175,2011,SBF,192.0
40770,6230175,2012,SBF,1.0
40773,6230175,2013,SBF,39.0
40775,6230175,2014,SBF,78.0
40778,6230175,2015,SBF,47.0
40781,6230175,2016,SBF,430.0
40784,6230175,2017,SBF,270.0
40787,6230175,2018,SBF,602.0
40790,6230175,2019,SBF,129.0
40793,6230175,2020,SBF,941.0
40796,6230175,2021,SBF,17.0
40799,6230175,2022,SBF,1.0
40804,6235000,1966,BFT,174.0
40806,6235000,1969,SBF,37.0
40807,6235000,1970,SBF,17.0
40809,6235000,1971,SBF,8.0
40812,6235000,1974,SBF,1.0
40822,6235000,1981,SBF,6.0
40825,6235000,1982,SBF,23.0
40835,6235000,1987,SBF,138.0
40840,6235000,1991,SBF,372.0
40845,6235000,1993,SBF,158.0
40848,6235000,1994,SBF,368.0
40851,6235000,1995,SBF,66.0
40853,6235000,1997,SBF,81.0
40855,6235000,1998,SBF,111.0
40856,6235000,1999,SBF,112.0
40857,6235000,2000,SBF,299.0
40858,6235000,2001,SBF,11.0
40859,6235000,2002,SBF,24.0
40860,6235000,2003,SBF,23.0
40861,6235000,2008,SBF,5.0
40862,6235000,2010,SBF,3.0
40863,6235000,2011,SBF,22.0
40864,6235000,2012,SBF,18.0
40865,6235000,2013,SBF,7.0
40866,6235000,2016,SBF,4.0
40868,6235000,2019,SBF,16.0
40876,6235005,1971,SBF,14.0
40878,6235005,1972,SBF,69.0
40881,6235005,1973,SBF,22.0
40882,6235005,1974,SBF,20.0
40883,6235005,1975,SBF,8.0
40885,6235005,1976,SBF,2.0
40890,6235005,1978,SBF,7.0
40893,6235005,1979,SBF,6.0
40897,6235005,1981,SBF,151.0
40900,6235005,1982,SBF,12.0
40905,6235005,1985,SBF,296.0
40910,6235005,1987,SBF,55.0
40913,6235005,1988,SBF,194.0
40920,6235005,1993,SBF,1156.0
40923,6235005,1994,SBF,166.0
40926,6235005,1995,SBF,2170.0
40928,6235005,1996,SBF,54.0
40929,6235005,1997,SBF,27.0
40930,6235005,1998,SBF,293.0
40932,6235005,1999,SBF,123.0
40934,6235005,2000,SBF,41.0
40935,6235005,2001,SBF,50.0
40936,6235005,2002,SBF,75.0
40937,6235005,2003,SBF,1440.0
40938,6235005,2005,SBF,1.0
40939,6235005,2010,SBF,63.0
40940,6235005,2011,SBF,16.0
40941,6235005,2013,SBF,23.0
40943,6235005,2014,SBF,26.0
40944,6235005,2016,SBF,27.0
40946,6235005,2019,SBF,4.0
40947,6235005,2022,SBF,34.0
40949,6235005,2023,SBF,184.0
40952,6235010,1969,SBF,27.0
40955,6235010,1970,SBF,5.0
40958,6235010,1971,BFT,11.0
40959,6235010,1971,SBF,8054.0
40962,6235010,1972,BFT,1.0
40963,6235010,1972,SBF,10442.0
40966,6235010,1973,BFT,2.0
40967,6235010,1973,SBF,1497.0
40970,6235010,1974,SBF,2102.0
40973,6235010,1975,SBF,12.0
40976,6235010,1976,SBF,10.0
40979,6235010,1977,SBF,2.0
40986,6235010,1980,SBF,38.0
40989,6235010,1981,SBF,577.0
40992,6235010,1982,SBF,75.0
40995,6235010,1983,SBF,504.0
41000,6235010,1985,SBF,618.0
41003,6235010,1986,SBF,1505.0
41006,6235010,1987,SBF,164.0
41009,6235010,1988,SBF,128.0
41014,6235010,1990,SBF,157.0
41016,6235010,1991,SBF,580.0
41019,6235010,1992,SBF,12.0
41022,6235010,1993,SBF,908.0
41025,6235010,1994,SBF,241.0
41028,6235010,1995,SBF,6083.0
41031,6235010,1996,SBF,102.0
41034,6235010,1997,SBF,677.0
41036,6235010,1999,SBF,306.0
41039,6235010,2000,SBF,77.0
41041,6235010,2001,SBF,2217.0
41043,6235010,2002,SBF,55.0
41045,6235010,2003,SBF,3569.0
41046,6235010,2004,SBF,36.0
41048,6235010,2005,SBF,66.0
41054,6235010,2009,SBF,150.0
41057,6235010,2010,SBF,385.0
41059,6235010,2011,SBF,14.0
41062,6235010,2012,SBF,1099.0
41065,6235010,2013,SBF,63.0
41068,6235010,2014,SBF,159.0
41071,6235010,2015,SBF,25.0
41075,6235010,2017,SBF,16.0
41079,6235010,2019,SBF,4.0
41082,6235010,2020,SBF,39.0
41084,6235010,2021,SBF,91.0
41088,6235015,1965,SBF,40.0
41091,6235015,1966,BFT,417.0
41094,6235015,1967,BFT,319.0
41097,6235015,1968,SBF,2254.0
41100,6235015,1969,SBF,440.0
41103,6235015,1970,BFT,1.0
41104,6235015,1970,SBF,146.0
41107,6235015,1971,BFT,1.0
41108,6235015,1971,SBF,683.0
41111,6235015,1972,SBF,883.0
41114,6235015,1973,SBF,1024.0
41117,6235015,1974,SBF,398.0
41120,6235015,1975,SBF,202.0
41123,6235015,1976,SBF,534.0
41126,6235015,1977,SBF,17.0
41129,6235015,1978,SBF,38.0
41132,6235015,1979,SBF,14.0
41135,6235015,1980,SBF,1672.0
41138,6235015,1981,SBF,116.0
41141,6235015,1982,SBF,194.0
41144,6235015,1983,SBF,102.0
41147,6235015,1984,SBF,11.0
41150,6235015,1985,SBF,222.0
41153,6235015,1986,SBF,100.0
41156,6235015,1987,SBF,127.0
41159,6235015,1988,SBF,128.0
41162,6235015,1989,SBF,93.0
41165,6235015,1990,SBF,32.0
41168,6235015,1991,SBF,3.0
41171,6235015,1992,SBF,1587.0
41174,6235015,1993,SBF,13.0
41177,6235015,1994,SBF,130.0
41180,6235015,1995,SBF,639.0
41183,6235015,1996,SBF,218.0
41186,6235015,1997,SBF,1643.0
41189,6235015,1998,SBF,589.0
41192,6235015,1999,SBF,295.0
41195,6235015,2000,SBF,243.0
41198,6235015,2001,SBF,3851.0
41200,6235015,2002,SBF,43.0
41201,6235015,2003,SBF,38.0
41204,6235015,2004,SBF,47.0
41207,6235015,2005,SBF,620.0
41210,6235015,2006,SBF,1006.0
41213,6235015,2007,SBF,79.0
41216,6235015,2008,SBF,1018.0
41219,6235015,2009,SBF,354.0
41222,6235015,2010,SBF,494.0
41225,6235015,2011,SBF,610.0
41228,6235015,2012,SBF,2849.0
41231,6235015,2013,SBF,337.0
41234,6235015,2014,SBF,179.0
41237,6235015,2015,SBF,329.0
41240,6235015,2016,SBF,62.0
41242,6235015,2017,SBF,459.0
41244,6235015,2018,SBF,516.0
41247,6235015,2019,SBF,174.0
41249,6235015,2020,SBF,397.0
41251,6235015,2021,SBF,348.0
41253,6235015,2022,SBF,681.0
41254,6235015,2023,SBF,586.0
41262,6235020,1965,SBF,195.0
41265,6235020,1966,SBF,228.0
41268,6235020,1967,SBF,22.0
41271,6235020,1968,SBF,756.0
41274,6235020,1969,SBF,1485.0
41277,6235020,1970,SBF,6881.0
41280,6235020,1971,SBF,6128.0
41283,6235020,1972,SBF,1991.0
41286,6235020,1973,SBF,2254.0
41289,6235020,1974,SBF,1876.0
41292,6235020,1975,SBF,65.0
41295,6235020,1976,SBF,5377.0
41298,6235020,1977,SBF,259.0
41301,6235020,1978,SBF,2085.0
41304,6235020,1979,SBF,1573.0
41307,6235020,1980,SBF,1534.0
41310,6235020,1981,SBF,905.0
41313,6235020,1982,SBF,2322.0
41316,6235020,1983,SBF,2787.0
41319,6235020,1984,SBF,1633.0
41322,6235020,1985,SBF,698.0
41325,6235020,1986,SBF,1431.0
41328,6235020,1987,SBF,298.0
41331,6235020,1988,SBF,528.0
41334,6235020,1989,SBF,1694.0
41337,6235020,1990,SBF,1503.0
41340,6235020,1991,SBF,711.0
41343,6235020,1992,SBF,2920.0
41346,6235020,1993,SBF,488.0
41349,6235020,1994,SBF,14.0
41352,6235020,1995,SBF,2120.0
41355,6235020,1996,SBF,482.0
41358,6235020,1997,SBF,402.0
41361,6235020,1998,SBF,2211.0
41364,6235020,1999,SBF,527.0
41367,6235020,2000,SBF,1622.0
41370,6235020,2001,SBF,1851.0
41372,6235020,2002,SBF,96.0
41374,6235020,2003,SBF,550.0
41377,6235020,2004,SBF,1119.0
41380,6235020,2005,SBF,7849.0
41383,6235020,2006,SBF,4352.0
41386,6235020,2007,SBF,1882.0
41389,6235020,2008,SBF,1757.0
41392,6235020,2009,SBF,3090.0
41395,6235020,2010,SBF,81.0
41398,6235020,2011,SBF,708.0
41401,6235020,2012,SBF,2968.0
41404,6235020,2013,SBF,85.0
41407,6235020,2014,SBF,17.0
41410,6235020,2015,SBF,13.0
41413,6235020,2016,SBF,149.0
41416,6235020,2017,SBF,84.0
41419,6235020,2018,SBF,61.0
41422,6235020,2019,SBF,31.0
41425,6235020,2020,SBF,15.0
41428,6235020,2021,SBF,27.0
41431,6235020,2022,SBF,41.0
41434,6235020,2023,SBF,163.0
41443,6235025,1965,SBF,1.0
41446,6235025,1966,SBF,34.0
41449,6235025,1967,SBF,50.0
41452,6235025,1968,SBF,90.0
41455,6235025,1969,SBF,23705.0
41458,6235025,1970,SBF,14526.0
41461,6235025,1971,SBF,9442.0
41464,6235025,1972,SBF,29953.0
41467,6235025,1973,SBF,10641.0
41470,6235025,1974,SBF,23558.0
41473,6235025,1975,SBF,5581.0
41476,6235025,1976,SBF,12911.0
41479,6235025,1977,SBF,7388.0
41482,6235025,1978,SBF,12245.0
41485,6235025,1979,SBF,5472.0
41488,6235025,1980,SBF,17405.0
41491,6235025,1981,SBF,19806.0
41494,6235025,1982,SBF,37251.0
41497,6235025,1983,SBF,22204.0
41500,6235025,1984,SBF,32972.0
41503,6235025,1985,SBF,8994.0
41506,6235025,1986,SBF,12237.0
41509,6235025,1987,SBF,11405.0
41512,6235025,1988,SBF,5532.0
41515,6235025,1989,SBF,11817.0
41518,6235025,1990,SBF,10133.0
41521,6235025,1991,SBF,10367.0
41524,6235025,1992,SBF,20439.0
41527,6235025,1993,SBF,23433.0
41530,6235025,1994,SBF,9364.0
41533,6235025,1995,SBF,4048.0
41536,6235025,1996,SBF,6089.0
41539,6235025,1997,SBF,1991.0
41542,6235025,1998,SBF,4676.0
41545,6235025,1999,SBF,1727.0
41548,6235025,2000,SBF,3249.0
41551,6235025,2001,SBF,5025.0
41554,6235025,2002,SBF,3060.0
41557,6235025,2003,SBF,1005.0
41560,6235025,2004,SBF,7213.0
41563,6235025,2005,SBF,7857.0
41566,6235025,2006,SBF,2713.0
41569,6235025,2007,SBF,2234.0
41572,6235025,2008,SBF,2724.0
41575,6235025,2009,SBF,8638.0
41578,6235025,2010,SBF,3853.0
41581,6235025,2011,SBF,4821.0
41584,6235025,2012,SBF,10581.0
41587,6235025,2013,SBF,234.0
41590,6235025,2014,SBF,84.0
41593,6235025,2015,SBF,1344.0
41596,6235025,2016,SBF,646.0
41599,6235025,2017,SBF,86.0
41602,6235025,2018,SBF,45.0
41605,6235025,2019,SBF,269.0
41608,6235025,2020,SBF,227.0
41611,6235025,2021,SBF,140.0
41614,6235025,2022,SBF,12.0
41617,6235025,2023,SBF,195.0
41620,6235030,1967,SBF,60.0
41623,6235030,1968,SBF,144.0
41625,6235030,1969,SBF,87208.0
41628,6235030,1970,SBF,9684.0
41631,6235030,1971,SBF,11972.0
41634,6235030,1972,SBF,17132.0
41637,6235030,1973,SBF,22789.0
41640,6235030,1974,SBF,12885.0
41643,6235030,1975,SBF,13537.0
41646,6235030,1976,SBF,2146.0
41649,6235030,1977,SBF,4712.0
41652,6235030,1978,SBF,1397.0
41655,6235030,1979,SBF,620.0
41658,6235030,1980,SBF,107.0
41661,6235030,1981,SBF,1514.0
41664,6235030,1982,SBF,11524.0
41667,6235030,1983,SBF,8195.0
41670,6235030,1984,SBF,7071.0
41673,6235030,1985,SBF,6994.0
41676,6235030,1986,SBF,7869.0
41679,6235030,1987,SBF,7959.0
41682,6235030,1988,SBF,14649.0
41685,6235030,1989,SBF,9561.0
41688,6235030,1990,SBF,1181.0
41691,6235030,1991,SBF,2326.0
41694,6235030,1992,SBF,11336.0
41697,6235030,1993,SBF,824.0
41700,6235030,1994,SBF,1715.0
41703,6235030,1995,SBF,862.0
41706,6235030,1996,SBF,7074.0
41709,6235030,1997,SBF,12101.0
41712,6235030,1998,SBF,4854.0
41715,6235030,1999,SBF,4075.0
41718,6235030,2000,SBF,902.0
41721,6235030,2001,SBF,2818.0
41724,6235030,2002,SBF,1340.0
41727,6235030,2003,SBF,408.0
41730,6235030,2004,SBF,3692.0
41733,6235030,2005,SBF,10311.0
41736,6235030,2006,SBF,7129.0
41739,6235030,2007,SBF,11556.0
41742,6235030,2008,SBF,3459.0
41745,6235030,2009,SBF,3038.0
41748,6235030,2010,SBF,1004.0
41751,6235030,2011,SBF,11750.0
41754,6235030,2012,SBF,6792.0
41757,6235030,2013,SBF,1148.0
41760,6235030,2014,SBF,1723.0
41763,6235030,2015,SBF,1377.0
41766,6235030,2016,SBF,1084.0
41769,6235030,2017,SBF,502.0
41772,6235030,2018,SBF,258.0
41775,6235030,2019,SBF,625.0
41778,6235030,2020,SBF,509.0
41781,6235030,2021,SBF,217.0
41784,6235030,2022,SBF,452.0
41787,6235030,2023,SBF,315.0
41792,6235035,1967,SBF,77.0
41795,6235035,1968,SBF,583.0
41798,6235035,1969,SBF,46481.0
41801,6235035,1970,SBF,5760.0
41804,6235035,1971,SBF,2348.0
41807,6235035,1972,SBF,2201.0
41810,6235035,1973,SBF,30745.0
41813,6235035,1974,SBF,14481.0
41816,6235035,1975,SBF,7524.0
41819,6235035,1976,SBF,3134.0
41822,6235035,1977,SBF,125.0
41825,6235035,1978,SBF,83.0
41828,6235035,1979,SBF,562.0
41831,6235035,1980,SBF,457.0
41834,6235035,1981,SBF,477.0
41837,6235035,1982,SBF,1398.0
41840,6235035,1983,SBF,4800.0
41843,6235035,1984,SBF,928.0
41846,6235035,1985,SBF,7388.0
41849,6235035,1986,SBF,7545.0
41852,6235035,1987,SBF,8855.0
41855,6235035,1988,SBF,11112.0
41858,6235035,1989,SBF,9246.0
41861,6235035,1990,SBF,496.0
41864,6235035,1991,SBF,1259.0
41867,6235035,1992,SBF,1973.0
41870,6235035,1993,SBF,1428.0
41873,6235035,1994,SBF,890.0
41878,6235035,1996,SBF,14274.0
41881,6235035,1997,SBF,16258.0
41884,6235035,1998,SBF,16603.0
41887,6235035,1999,SBF,8394.0
41890,6235035,2000,SBF,506.0
41893,6235035,2001,SBF,1563.0
41896,6235035,2002,SBF,870.0
41899,6235035,2003,SBF,1243.0
41902,6235035,2004,SBF,5648.0
41905,6235035,2005,SBF,5979.0
41908,6235035,2006,SBF,7360.0
41911,6235035,2007,SBF,12113.0
41914,6235035,2008,SBF,5421.0
41917,6235035,2009,SBF,1385.0
41920,6235035,2010,SBF,1998.0
41923,6235035,2011,SBF,4801.0
41926,6235035,2012,SBF,2299.0
41931,6235035,2014,SBF,1953.0
