,geographic_identifier,year,species,measurement_value
47058,6240155,2001,SBF,4371.0
47060,6240155,2002,SBF,1366.0
47062,6240155,2003,SBF,96.0
47064,6240155,2004,SBF,290.0
47067,6240155,2005,SBF,155.0
47070,6240155,2007,SBF,1863.0
47073,6240155,2008,SBF,1609.0
47074,6240155,2009,SBF,2050.0
47076,6240155,2010,SBF,7490.0
47079,6240155,2011,SBF,3196.0
47082,6240155,2012,SBF,3766.0
47085,6240155,2013,SBF,11982.0
47088,6240155,2014,SBF,9627.0
47091,6240155,2015,SBF,3212.0
47094,6240155,2016,SBF,14097.0
47097,6240155,2017,SBF,13168.0
47100,6240155,2018,SBF,23382.0
47103,6240155,2019,SBF,11589.0
47106,6240155,2020,SBF,20447.0
47108,6240155,2021,SBF,23010.0
47110,6240155,2022,SBF,30020.0
47112,6240155,2023,SBF,26567.0
47114,6240160,1969,SBF,14.0
47115,6240160,1970,SBF,585.0
47116,6240160,1971,SBF,40.0
47117,6240160,1978,SBF,21.0
47119,6240160,1991,SBF,414.0
47120,6240160,1992,SBF,434.0
47121,6240160,1993,SBF,91.0
47122,6240160,1998,SBF,3.0
47123,6240160,2000,SBF,35.0
47124,6240160,2001,SBF,14.0
47127,6240160,2003,SBF,7.0
47128,6240160,2004,SBF,121.0
47129,6240160,2009,SBF,660.0
47130,6240160,2010,SBF,6.0
47131,6240160,2011,SBF,1031.0
47132,6240160,2014,SBF,7.0
47133,6240160,2016,SBF,3.0
47134,6240160,2020,SBF,1139.0
47135,6240160,2021,SBF,1847.0
47137,6240160,2023,SBF,13991.0
47139,6240165,1969,SBF,68.0
47140,6240165,1970,SBF,16.0
47141,6240165,1974,SBF,124.0
47142,6240165,1989,SBF,2471.0
47143,6240165,1990,SBF,2389.0
47144,6240165,1991,SBF,1980.0
47145,6240165,1992,SBF,4403.0
47146,6240165,1993,SBF,2458.0
47147,6240165,1994,SBF,3599.0
47148,6240165,1995,SBF,4555.0
47149,6240165,1996,SBF,451.0
47150,6240165,1997,SBF,1301.0
47151,6240165,1998,SBF,2046.0
47153,6240165,1999,SBF,1425.0
47154,6240165,2000,SBF,2227.0
47155,6240165,2001,SBF,3014.0
47156,6240165,2002,SBF,2721.0
47157,6240165,2003,SBF,1021.0
47158,6240165,2004,SBF,2133.0
47159,6240165,2005,SBF,465.0
47160,6240165,2006,SBF,650.0
47161,6240165,2007,SBF,1706.0
47162,6240165,2008,SBF,1647.0
47163,6240165,2009,SBF,3086.0
47164,6240165,2010,SBF,3598.0
47165,6240165,2011,SBF,2927.0
47166,6240165,2012,SBF,6968.0
47167,6240165,2013,SBF,5673.0
47168,6240165,2014,SBF,6259.0
47169,6240165,2015,SBF,7229.0
47170,6240165,2016,SBF,8336.0
47171,6240165,2017,SBF,8402.0
47172,6240165,2018,SBF,5067.0
47173,6240165,2019,SBF,3575.0
47174,6240165,2020,SBF,3874.0
47175,6240165,2021,SBF,4836.0
47176,6240165,2022,SBF,2889.0
47177,6240165,2023,SBF,2775.0
47178,6240170,1966,SBF,31.0
47179,6240170,1968,SBF,1105.0
47181,6240170,1969,SBF,10470.0
47182,6240170,1970,SBF,5476.0
47184,6240170,1971,SBF,16032.0
47186,6240170,1972,SBF,16806.0
47187,6240170,1973,SBF,4827.0
47188,6240170,1974,SBF,5941.0
47190,6240170,1975,SBF,454.0
47191,6240170,1976,SBF,16223.0
47192,6240170,1977,SBF,1281.0
47193,6240170,1978,SBF,27.0
47195,6240170,1979,SBF,4037.0
47196,6240170,1980,SBF,5723.0
47197,6240170,1981,SBF,4636.0
47198,6240170,1982,SBF,827.0
47199,6240170,1983,SBF,464.0
47200,6240170,1984,SBF,61.0
47201,6240170,1985,SBF,103.0
47202,6240170,1986,SBF,400.0
47203,6240170,1987,SBF,127.0
47204,6240170,1988,SBF,131.0
47205,6240170,1989,SBF,406.0
47206,6240170,1990,SBF,344.0
47207,6240170,1991,SBF,110.0
47209,6240170,1992,SBF,481.0
47210,6240170,1993,SBF,132.0
47211,6240170,1994,SBF,42.0
47212,6240170,1995,SBF,319.0
47214,6240170,2002,SBF,37.0
47215,6240170,2004,SBF,31.0
47216,6240170,2010,SBF,237.0
47217,6240170,2011,SBF,281.0
47218,6240170,2012,SBF,1340.0
47219,6240170,2013,SBF,450.0
47220,6240170,2014,SBF,1702.0
47221,6240170,2015,SBF,1250.0
47222,6240170,2016,SBF,397.0
47223,6240170,2017,SBF,1119.0
47224,6240170,2018,SBF,1094.0
47225,6240170,2019,SBF,298.0
47226,6240170,2020,SBF,464.0
47227,6240170,2021,SBF,204.0
47228,6240170,2022,SBF,791.0
47229,6240170,2023,SBF,1263.0
47231,6240175,1965,SBF,4658.0
47233,6240175,1966,SBF,4070.0
47235,6240175,1967,SBF,6166.0
47237,6240175,1968,SBF,13878.0
47239,6240175,1969,SBF,29443.0
47241,6240175,1970,SBF,13597.0
47243,6240175,1971,SBF,25595.0
47246,6240175,1972,SBF,36268.0
47248,6240175,1973,SBF,3084.0
47250,6240175,1974,SBF,2729.0
47253,6240175,1975,SBF,5846.0
47256,6240175,1976,SBF,18440.0
47257,6240175,1977,SBF,1638.0
47259,6240175,1978,SBF,453.0
47261,6240175,1979,SBF,4094.0
47264,6240175,1980,SBF,13780.0
47267,6240175,1981,SBF,17471.0
47269,6240175,1982,SBF,9980.0
47271,6240175,1983,SBF,4396.0
47273,6240175,1984,SBF,3702.0
47274,6240175,1985,SBF,759.0
47276,6240175,1986,SBF,1610.0
47278,6240175,1987,SBF,241.0
47280,6240175,1988,SBF,563.0
47282,6240175,1989,SBF,321.0
47283,6240175,1990,SBF,140.0
47285,6240175,1991,SBF,71.0
47286,6240175,1993,SBF,20.0
47288,6240175,2000,SBF,60.0
47291,6240175,2001,SBF,572.0
47294,6240175,2002,SBF,755.0
47297,6240175,2003,SBF,538.0
47300,6240175,2004,SBF,261.0
47302,6240175,2005,SBF,16.0
47304,6240175,2010,SBF,116.0
47305,6240175,2011,SBF,18.0
47306,6240175,2012,SBF,144.0
47307,6240175,2013,SBF,203.0
47308,6240175,2014,SBF,190.0
47309,6240175,2015,SBF,40.0
47310,6240175,2016,SBF,57.0
47311,6240175,2017,SBF,189.0
47312,6240175,2018,SBF,251.0
47313,6240175,2019,SBF,261.0
47314,6240175,2020,SBF,25.0
47315,6240175,2021,SBF,422.0
47316,6240175,2022,SBF,78.0
47317,6240175,2023,SBF,492.0
47318,6245000,1971,SBF,93.0
47319,6245000,1972,SBF,22.0
47320,6245000,1973,SBF,12.0
47321,6245000,1977,SBF,3158.0
47322,6245000,1978,SBF,499.0
47323,6245000,1979,SBF,110.0
47324,6245000,1980,SBF,5.0
47325,6245000,1981,SBF,22.0
47326,6245000,1982,SBF,33.0
47327,6245000,1983,SBF,3.0
47328,6245000,1984,SBF,116.0
47329,6245000,1985,SBF,131.0
47330,6245000,1987,SBF,381.0
47331,6245000,1988,SBF,454.0
47332,6245000,1989,SBF,204.0
47333,6245000,1990,SBF,1864.0
47334,6245000,1991,SBF,2.0
47335,6245000,1992,SBF,14.0
47336,6245000,1993,SBF,353.0
47337,6245000,1994,SBF,25.0
47338,6245000,2002,SBF,5.0
47339,6245000,2014,SBF,54.0
47340,6245000,2023,SBF,284.0
47341,6245005,1971,SBF,18.0
47342,6245005,1981,SBF,13.0
47343,6245005,1988,SBF,64.0
47344,6245005,1989,SBF,8.0
47345,6245005,1990,SBF,403.0
47347,6245005,1991,SBF,4.0
47349,6245005,1993,SBF,14.0
47350,6245010,1970,SBF,18.0
47351,6245010,1971,SBF,1.0
47352,6245010,1972,SBF,76.0
47353,6245010,1973,SBF,1.0
47354,6245010,1974,SBF,60.0
47355,6245010,1980,SBF,6.0
47356,6245010,1985,SBF,2.0
47357,6245010,1990,SBF,405.0
47358,6245010,1994,SBF,27.0
47359,6245010,1996,SBF,158.0
47360,6245010,1998,SBF,54.0
47361,6245010,1999,SBF,26.0
47362,6245010,2002,SBF,4.0
47363,6245010,2008,SBF,216.0
47364,6245010,2009,SBF,14.0
47365,6245015,1969,SBF,12.0
47366,6245015,1970,SBF,1765.0
47367,6245015,1972,SBF,272.0
47368,6245015,1973,SBF,22.0
47369,6245015,1974,SBF,343.0
47370,6245015,1975,SBF,131.0
47371,6245015,1976,SBF,14.0
47372,6245015,1979,SBF,396.0
47373,6245015,1980,SBF,12.0
47374,6245015,1981,SBF,30.0
47376,6245015,1990,SBF,328.0
47380,6245015,1994,SBF,22.0
47381,6245015,1998,SBF,86.0
47382,6245015,1999,SBF,12.0
47383,6245015,2002,SBF,110.0
47384,6245015,2003,SBF,244.0
47385,6245015,2005,SBF,401.0
47386,6245015,2008,SBF,939.0
47387,6245020,1970,SBF,253.0
47388,6245020,1972,SBF,283.0
47389,6245020,1973,SBF,114.0
47390,6245020,1974,SBF,1407.0
47391,6245020,1975,SBF,62.0
47392,6245020,1976,SBF,12.0
47393,6245020,1979,SBF,1884.0
47394,6245020,1980,SBF,467.0
47395,6245020,1981,SBF,66.0
47396,6245020,1990,SBF,10.0
47397,6245020,1991,SBF,9.0
47398,6245020,2001,SBF,10.0
47399,6245020,2002,SBF,183.0
47400,6245020,2008,SBF,39.0
47401,6245025,1970,SBF,2.0
47402,6245025,1971,SBF,21.0
47403,6245025,1973,SBF,91.0
47404,6245025,1974,SBF,1649.0
47405,6245025,1975,SBF,67.0
47406,6245025,1976,SBF,1050.0
47407,6245025,1977,SBF,36.0
47408,6245025,1978,SBF,36.0
47409,6245025,1979,SBF,2227.0
47410,6245025,1980,SBF,695.0
47411,6245025,1981,SBF,48.0
47412,6245025,1983,SBF,9.0
47413,6245025,1984,SBF,1177.0
47414,6245025,1985,SBF,10.0
47415,6245025,1990,SBF,92.0
47416,6245025,1998,SBF,85.0
47417,6245025,2001,SBF,427.0
47418,6245025,2008,SBF,132.0
47419,6245025,2011,SBF,250.0
47421,6245030,1970,SBF,471.0
47423,6245030,1971,SBF,5.0
47424,6245030,1974,SBF,706.0
47425,6245030,1975,SBF,84.0
47426,6245030,1976,SBF,85.0
47427,6245030,1979,SBF,13.0
47428,6245030,1980,SBF,69.0
47429,6245030,1981,SBF,38.0
47430,6245030,1982,SBF,16.0
47431,6245030,1983,SBF,24.0
47432,6245030,1984,SBF,152.0
47434,6245035,1968,SBF,60.0
47435,6245035,1969,SBF,20.0
47436,6245035,1970,SBF,14.0
47437,6245035,1971,SBF,5.0
47438,6245035,1974,SBF,56.0
47439,6245035,1976,SBF,42.0
47440,6245035,1979,SBF,15.0
47441,6245035,1980,SBF,27.0
47442,6245035,1982,SBF,24.0
47443,6245035,1986,SBF,8.0
47444,6245035,1993,SBF,71.0
47445,6245040,1974,SBF,45.0
47446,6245040,1976,SBF,15.0
47447,6245040,1983,SBF,67.0
47448,6245040,1986,SBF,13.0
47449,6245040,1991,SBF,1.0
47450,6245040,1992,SBF,3.0
47451,6245045,1976,SBF,23.0
47452,6245045,1981,SBF,542.0
47453,6245045,1984,SBF,27.0
47460,6245055,1969,SBF,186.0
47462,6245055,2005,SBF,45.0
47463,6245060,1969,SBF,150.0
47464,6245060,2004,SBF,409.0
47466,6245060,2005,SBF,850.0
47467,6245065,1968,SBF,893.0
47468,6245065,1969,SBF,84.0
47469,6245065,1970,SBF,792.0
47470,6245065,1971,SBF,476.0
47471,6245065,2005,SBF,30.0
47472,6245070,1968,SBF,1583.0
47473,6245070,1969,SBF,73.0
47474,6245070,1970,SBF,648.0
47475,6245070,1971,SBF,266.0
47476,6245070,1977,SBF,31.0
47477,6245070,1979,SBF,2.0
47478,6245075,1968,SBF,3412.0
47479,6245075,1969,SBF,179.0
47480,6245075,1970,SBF,59.0
47481,6245075,1971,SBF,202.0
47482,6245075,1973,SBF,6.0
47483,6245075,1975,SBF,215.0
47484,6245075,1977,SBF,571.0
47485,6245075,1986,SBF,41.0
47486,6245075,1987,SBF,4.0
47487,6245080,1968,SBF,2305.0
47488,6245080,1969,SBF,150.0
47489,6245080,1970,SBF,17.0
47490,6245080,1971,SBF,1880.0
47491,6245080,1976,SBF,12.0
47492,6245080,1977,SBF,2065.0
47493,6245080,1980,SBF,5.0
47494,6245080,1989,SBF,18.0
47495,6245085,1967,SBF,2035.0
47496,6245085,1968,SBF,3523.0
47497,6245085,1969,SBF,13.0
47498,6245085,1971,SBF,9.0
47499,6245085,1977,SBF,677.0
47500,6245085,1987,SBF,5.0
47501,6245090,1967,SBF,3339.0
47502,6245090,1968,SBF,437.0
47503,6245090,1970,SBF,285.0
47504,6245090,1971,SBF,7.0
47505,6245090,1977,SBF,11.0
47506,6245090,1986,SBF,7.0
47507,6245095,1966,SBF,736.0
47508,6245095,1967,SBF,14022.0
47509,6245095,1968,SBF,1151.0
47511,6245095,1969,SBF,894.0
47512,6245095,1970,SBF,971.0
47513,6245095,1971,SBF,187.0
47514,6245095,1972,SBF,91.0
47515,6245095,1973,SBF,205.0
47516,6245095,1974,SBF,39.0
47517,6245095,1976,SBF,69.0
47518,6245095,1977,SBF,199.0
47519,6245095,1978,SBF,43.0
47520,6245095,1980,SBF,22.0
47521,6245095,1981,SBF,15.0
47522,6245095,1982,SBF,59.0
47523,6245095,1983,SBF,233.0
47524,6245095,1984,SBF,78.0
47525,6245095,1985,SBF,599.0
47526,6245095,1986,SBF,191.0
47527,6245095,1987,SBF,1.0
47528,6245095,1989,SBF,2.0
47529,6245100,1966,SBF,2624.0
47530,6245100,1967,SBF,9726.0
47531,6245100,1968,SBF,3811.0
47533,6245100,1969,SBF,212.0
47534,6245100,1970,SBF,601.0
47535,6245100,1971,SBF,147.0
47536,6245100,1972,SBF,700.0
47537,6245100,1973,SBF,156.0
47538,6245100,1974,SBF,919.0
47539,6245100,1975,SBF,75.0
47540,6245100,1976,SBF,253.0
47541,6245100,1977,SBF,1235.0
47542,6245100,1978,SBF,256.0
47543,6245100,1979,SBF,23.0
47544,6245100,1980,SBF,583.0
47545,6245100,1981,SBF,500.0
47546,6245100,1982,SBF,395.0
47547,6245100,1983,SBF,663.0
47548,6245100,1984,SBF,1880.0
47549,6245100,1985,SBF,1661.0
47550,6245100,1986,SBF,907.0
47551,6245100,1987,SBF,14.0
47552,6245100,1988,SBF,145.0
47553,6245100,1989,SBF,9.0
47554,6245105,1966,SBF,801.0
47555,6245105,1967,SBF,1368.0
47556,6245105,1968,SBF,520.0
47557,6245105,1969,SBF,2.0
47558,6245105,1970,SBF,13.0
47559,6245105,1972,SBF,123.0
47560,6245105,1973,SBF,1.0
47561,6245105,1974,SBF,4.0
47562,6245105,1976,SBF,41.0
47563,6245105,1977,SBF,1379.0
47564,6245105,1978,SBF,5.0
47565,6245105,1979,SBF,23.0
47566,6245105,1980,SBF,542.0
47567,6245105,1981,SBF,19.0
47568,6245105,1982,SBF,608.0
47569,6245105,1983,SBF,244.0
47570,6245105,1984,SBF,988.0
47572,6245105,1985,SBF,447.0
47573,6245105,1986,SBF,1052.0
47574,6245105,1988,SBF,59.0
47575,6245105,1989,SBF,153.0
47576,6245105,1997,SBF,223.0
47577,6245105,1999,SBF,12.0
47578,6245110,1968,SBF,15.0
47579,6245110,1969,SBF,111.0
47580,6245110,1971,SBF,139.0
47581,6245110,1972,SBF,43.0
47582,6245110,1976,SBF,15.0
47583,6245110,1977,SBF,155.0
47584,6245110,1978,SBF,7.0
47585,6245110,1980,SBF,43.0
47586,6245110,1984,SBF,35.0
47587,6245110,1986,SBF,40.0
47588,6245110,1997,SBF,65.0
47589,6245115,1966,SBF,31.0
47590,6245115,1967,SBF,12.0
47591,6245115,1972,SBF,233.0
47592,6245115,1974,SBF,28.0
47593,6245115,1975,SBF,15.0
47594,6245115,1976,SBF,173.0
47595,6245115,1977,SBF,1663.0
47596,6245115,1978,SBF,2795.0
47597,6245115,1979,SBF,495.0
47598,6245115,1980,SBF,380.0
47599,6245115,1981,SBF,2.0
47600,6245115,1982,SBF,48.0
47601,6245115,1983,SBF,535.0
47602,6245115,1984,SBF,3842.0
47604,6245115,1985,SBF,4570.0
47605,6245115,1986,SBF,90.0
47606,6245115,1987,SBF,2.0
47607,6245115,1989,SBF,7.0
47608,6245120,1966,SBF,348.0
47609,6245120,1967,SBF,307.0
47610,6245120,1968,SBF,16.0
47611,6245120,1971,SBF,1873.0
47612,6245120,1972,SBF,116.0
47613,6245120,1973,SBF,62.0
47614,6245120,1974,SBF,1284.0
47615,6245120,1975,SBF,3759.0
47616,6245120,1976,SBF,150.0
47617,6245120,1977,SBF,3083.0
47618,6245120,1978,SBF,13081.0
47619,6245120,1979,SBF,1616.0
47620,6245120,1980,SBF,2196.0
47621,6245120,1981,SBF,64.0
47622,6245120,1982,SBF,41.0
47623,6245120,1983,SBF,307.0
47624,6245120,1984,SBF,11994.0
47626,6245120,1985,SBF,14609.0
47627,6245120,1986,SBF,130.0
47628,6245120,1987,SBF,60.0
47629,6245120,1988,SBF,25.0
47630,6245120,1989,SBF,16.0
47631,6245120,2000,SBF,301.0
47632,6245125,1966,SBF,3477.0
47633,6245125,1967,SBF,2417.0
47634,6245125,1968,SBF,1001.0
47635,6245125,1969,SBF,1043.0
47636,6245125,1970,SBF,1541.0
47638,6245125,1971,SBF,21081.0
47639,6245125,1972,SBF,446.0
47640,6245125,1973,SBF,1843.0
47641,6245125,1974,SBF,24312.0
47642,6245125,1975,SBF,3400.0
47643,6245125,1976,SBF,5294.0
47644,6245125,1977,SBF,2308.0
47645,6245125,1978,SBF,670.0
47646,6245125,1979,SBF,1776.0
47647,6245125,1980,SBF,2609.0
47648,6245125,1981,SBF,609.0
47649,6245125,1982,SBF,2833.0
47650,6245125,1983,SBF,2889.0
47651,6245125,1984,SBF,2391.0
47652,6245125,1985,SBF,2208.0
47653,6245125,1986,SBF,53.0
47654,6245125,1987,SBF,197.0
47655,6245125,1988,SBF,26.0
47656,6245125,1989,SBF,2.0
47657,6245130,1966,SBF,1273.0
47658,6245130,1967,SBF,2401.0
47659,6245130,1968,SBF,38142.0
47660,6245130,1969,SBF,2782.0
47661,6245130,1970,SBF,6430.0
47662,6245130,1971,SBF,31859.0
47663,6245130,1972,SBF,26169.0
47664,6245130,1973,SBF,6154.0
47665,6245130,1974,SBF,25283.0
47666,6245130,1975,SBF,2159.0
47667,6245130,1976,SBF,5040.0
47668,6245130,1977,SBF,5853.0
47669,6245130,1978,SBF,1458.0
47670,6245130,1979,SBF,953.0
47671,6245130,1980,SBF,2328.0
47672,6245130,1981,SBF,130.0
47673,6245130,1982,SBF,406.0
47674,6245130,1983,SBF,2637.0
47675,6245130,1984,SBF,1027.0
47676,6245130,1985,SBF,3297.0
47677,6245130,1986,SBF,98.0
47678,6245130,1987,SBF,1021.0
47679,6245130,1988,SBF,1176.0
47680,6245130,1989,SBF,757.0
47681,6245130,1990,SBF,857.0
47682,6245130,1991,SBF,29.0
47683,6245130,1993,SBF,681.0
47684,6245130,1994,SBF,537.0
47685,6245130,1996,SBF,306.0
47686,6245130,1997,SBF,541.0
47687,6245130,1999,SBF,22.0
47688,6245130,2001,SBF,20.0
47689,6245135,1966,SBF,16199.0
47690,6245135,1967,SBF,4883.0
47691,6245135,1968,SBF,42757.0
47692,6245135,1969,SBF,12824.0
47693,6245135,1970,SBF,16577.0
47694,6245135,1971,SBF,50738.0
47696,6245135,1972,SBF,51682.0
47697,6245135,1973,SBF,28581.0
47698,6245135,1974,SBF,16729.0
47699,6245135,1975,SBF,23213.0
47700,6245135,1976,SBF,25290.0
47701,6245135,1977,SBF,17027.0
47702,6245135,1978,SBF,5146.0
47703,6245135,1979,SBF,11657.0
47705,6245135,1980,SBF,11047.0
47706,6245135,1981,SBF,4491.0
47707,6245135,1982,SBF,485.0
47708,6245135,1983,SBF,1742.0
47709,6245135,1984,SBF,6000.0
47710,6245135,1985,SBF,6560.0
47711,6245135,1986,SBF,4845.0
47712,6245135,1987,SBF,5441.0
47713,6245135,1988,SBF,4094.0
47714,6245135,1989,SBF,5534.0
47715,6245135,1990,SBF,2267.0
47716,6245135,1991,SBF,1605.0
47717,6245135,1992,SBF,278.0
47718,6245135,1993,SBF,612.0
47719,6245135,1994,SBF,268.0
47720,6245135,1996,SBF,218.0
47721,6245135,1997,SBF,5859.0
47722,6245135,1998,SBF,4309.0
47723,6245135,1999,SBF,1103.0
47725,6245135,2000,SBF,262.0
47727,6245135,2001,SBF,40.0
47728,6245140,1965,SBF,228.0
47729,6245140,1966,SBF,58927.0
47730,6245140,1967,SBF,24114.0
47732,6245140,1968,SBF,69454.0
47734,6245140,1969,SBF,23195.0
47736,6245140,1970,SBF,50015.0
47737,6245140,1971,SBF,57435.0
47738,6245140,1972,SBF,52090.0
47739,6245140,1973,SBF,54340.0
47740,6245140,1974,SBF,31362.0
47741,6245140,1975,SBF,22950.0
47742,6245140,1976,SBF,59459.0
47744,6245140,1977,SBF,21750.0
47745,6245140,1978,SBF,19663.0
47746,6245140,1979,SBF,14533.0
47748,6245140,1980,SBF,21635.0
47749,6245140,1981,SBF,8418.0
47750,6245140,1982,SBF,4574.0
47751,6245140,1983,SBF,5964.0
47752,6245140,1984,SBF,1850.0
47753,6245140,1985,SBF,3140.0
47754,6245140,1986,SBF,497.0
47755,6245140,1987,SBF,5468.0
47756,6245140,1988,SBF,6248.0
47757,6245140,1989,SBF,807.0
47758,6245140,1990,SBF,950.0
47759,6245140,1991,SBF,713.0
47760,6245140,1992,SBF,1406.0
47761,6245140,1993,SBF,631.0
47762,6245140,1994,SBF,200.0
47763,6245140,1997,SBF,844.0
47764,6245140,1998,SBF,437.0
47765,6245145,1965,SBF,15533.0
47766,6245145,1966,SBF,23249.0
47768,6245145,1967,SBF,8876.0
47770,6245145,1968,SBF,31794.0
47771,6245145,1969,SBF,14692.0
47774,6245145,1970,SBF,47519.0
47776,6245145,1971,SBF,30905.0
47777,6245145,1972,SBF,23678.0
47778,6245145,1973,SBF,12317.0
47779,6245145,1974,SBF,18673.0
47780,6245145,1975,SBF,8448.0
47781,6245145,1976,SBF,13703.0
47782,6245145,1977,SBF,14941.0
47783,6245145,1978,SBF,14759.0
47784,6245145,1979,SBF,3228.0
47785,6245145,1980,SBF,14709.0
47786,6245145,1981,SBF,10834.0
47787,6245145,1982,SBF,1411.0
47788,6245145,1983,SBF,9895.0
47789,6245145,1984,SBF,2728.0
47790,6245145,1985,SBF,2897.0
47791,6245145,1986,SBF,335.0
47792,6245145,1987,SBF,313.0
47793,6245145,1988,SBF,1376.0
47794,6245145,1989,SBF,88.0
47795,6245145,1990,SBF,922.0
47796,6245145,1991,SBF,492.0
47797,6245145,1992,SBF,592.0
47798,6245145,1993,SBF,439.0
47799,6245145,1994,SBF,1076.0
47800,6245150,1965,SBF,93.0
47801,6245150,1966,SBF,201.0
47802,6245150,1967,SBF,1600.0
47803,6245150,1968,SBF,320.0
47804,6245150,1969,SBF,140.0
47805,6245150,1970,SBF,145.0
47806,6245150,1971,SBF,1578.0
47807,6245150,1972,SBF,1089.0
47808,6245150,1973,SBF,76.0
47809,6245150,1974,SBF,1477.0
47810,6245150,1975,SBF,54.0
47811,6245150,1976,SBF,122.0
47812,6245150,1977,SBF,18.0
47813,6245150,1978,SBF,118.0
47814,6245150,1981,SBF,7.0
47815,6245150,1982,SBF,18.0
47816,6245150,1992,SBF,108.0
47817,6245155,1966,SBF,28.0
47818,6245155,1968,SBF,11.0
47819,6245155,1969,SBF,3.0
47820,6245155,1970,SBF,114.0
47821,6245155,1971,SBF,334.0
47822,6245155,1972,SBF,7.0
47823,6245155,1974,SBF,32.0
47824,6245155,1976,SBF,18.0
47825,6245155,1977,SBF,14.0
47826,6245160,1966,SBF,9.0
47827,6245160,1970,SBF,1311.0
47828,6245160,1971,SBF,278.0
47829,6245160,1972,SBF,4.0
47830,6245160,1975,SBF,4.0
47831,6245160,1977,SBF,1.0
47832,6245160,1979,SBF,17.0
47833,6245160,1980,SBF,2.0
47834,6245160,1984,SBF,4.0
47835,6245160,1985,SBF,45.0
47836,6245160,1986,SBF,4.0
47837,6245160,1988,SBF,3.0
47838,6245160,1990,SBF,14.0
47839,6245160,1991,SBF,358.0
47840,6245160,1992,SBF,337.0
47841,6245160,1993,SBF,40.0
47842,6245160,2000,SBF,21.0
47843,6245160,2001,SBF,41.0
47844,6245160,2004,SBF,51.0
47845,6245160,2009,SBF,69.0
47846,6245165,1966,SBF,59.0
47847,6245165,1969,SBF,72.0
47848,6245165,1970,SBF,125.0
47849,6245165,1971,SBF,46.0
47850,6245165,1972,SBF,2.0
47851,6245165,1973,SBF,50.0
47852,6245165,1974,SBF,717.0
47853,6245165,1975,SBF,59.0
47854,6245165,1976,SBF,7.0
47855,6245165,1977,SBF,995.0
47856,6245165,1978,SBF,23.0
47857,6245165,1979,SBF,396.0
47858,6245165,1980,SBF,1634.0
47859,6245165,1981,SBF,8.0
47860,6245165,1982,SBF,485.0
47861,6245165,1983,SBF,757.0
47862,6245165,1984,SBF,859.0
47863,6245165,1985,SBF,11033.0
47864,6245165,1986,SBF,7164.0
47865,6245165,1987,SBF,6548.0
47866,6245165,1988,SBF,1938.0
47867,6245165,1989,SBF,2106.0
47868,6245165,1990,SBF,4387.0
47869,6245165,1991,SBF,4721.0
47871,6245165,1992,SBF,4012.0
47872,6245165,1993,SBF,1765.0
47873,6245165,1994,SBF,1484.0
47874,6245165,1995,SBF,1932.0
47875,6245165,1996,SBF,219.0
47877,6245165,1997,SBF,554.0
47878,6245165,1998,SBF,1178.0
47879,6245165,1999,SBF,1314.0
47880,6245165,2000,SBF,328.0
47881,6245165,2001,SBF,583.0
47882,6245165,2002,SBF,1285.0
47883,6245165,2003,SBF,758.0
47884,6245165,2004,SBF,583.0
47885,6245165,2005,SBF,12.0
47886,6245165,2007,SBF,86.0
47887,6245165,2008,SBF,1654.0
47888,6245165,2009,SBF,418.0
47889,6245165,2010,SBF,1174.0
47890,6245165,2011,SBF,767.0
47891,6245165,2012,SBF,761.0
47892,6245165,2014,SBF,236.0
47893,6245165,2015,SBF,263.0
47894,6245170,1967,SBF,15.0
47895,6245170,1968,SBF,1030.0
47896,6245170,1969,SBF,17809.0
47897,6245170,1970,SBF,29191.0
47898,6245170,1971,SBF,39350.0
47899,6245170,1972,SBF,23718.0
47900,6245170,1973,SBF,18108.0
47901,6245170,1974,SBF,19566.0
47903,6245170,1975,SBF,38142.0
47905,6245170,1976,SBF,41795.0
47906,6245170,1977,SBF,19049.0
47908,6245170,1978,SBF,7501.0
47910,6245170,1979,SBF,38467.0
47911,6245170,1980,SBF,40785.0
47912,6245170,1981,SBF,26332.0
47913,6245170,1982,SBF,14499.0
47914,6245170,1983,SBF,5578.0
47915,6245170,1984,SBF,10632.0
47916,6245170,1985,SBF,5141.0
47917,6245170,1986,SBF,2561.0
47918,6245170,1987,SBF,4636.0
47919,6245170,1988,SBF,2937.0
47920,6245170,1989,SBF,2377.0
47921,6245170,1990,SBF,625.0
47922,6245170,1991,SBF,568.0
47923,6245170,1992,SBF,14.0
47924,6245170,1993,SBF,5.0
47925,6245170,1997,SBF,502.0
47926,6245170,2000,SBF,43.0
47927,6245170,2019,SBF,2121.0
47928,6245170,2020,SBF,3312.0
47929,6245170,2021,SBF,1829.0
47930,6245170,2022,SBF,4310.6853200000005
47931,6245170,2023,SBF,7029.040186
47932,6245175,1966,SBF,35.0
47933,6245175,1967,SBF,67.0
47934,6245175,1968,SBF,2250.0
47935,6245175,1969,SBF,9148.0
47936,6245175,1970,SBF,12427.0
47937,6245175,1971,SBF,16289.0
47939,6245175,1972,SBF,1792.0
47941,6245175,1973,SBF,4604.0
47942,6245175,1974,SBF,7443.0
47943,6245175,1975,SBF,3187.0
47944,6245175,1976,SBF,17756.0
47945,6245175,1977,SBF,4206.0
47946,6245175,1978,SBF,2250.0
47947,6245175,1979,SBF,2120.0
47948,6245175,1980,SBF,5575.0
